text,aspects,polarities
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.","['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
This place is worth an one-hour drive.,['RESTAURANT'],['positive']
"I am so coming back here again, as much as I can.",['RESTAURANT'],['positive']
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.","['FOOD', 'RESTAURANT', 'AMBIENCE']","['positive', 'positive', 'positive']"
"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",['SERVICE'],['positive']
Decent wine at reasonable prices.,['DRINKS'],['neutral']
Have been dozens of times and never failed to enjoy the experience.,['RESTAURANT'],['positive']
"Our teenage kids love it, too.",['RESTAURANT'],['positive']
"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",['RESTAURANT'],['positive']
This is by far my favorite place in the neighborhood.,['RESTAURANT'],['positive']
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","['FOOD', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
I'm partial to the Gnocchi.,['RESTAURANT'],['positive']
This place is incredibly tiny.,['RESTAURANT'],['negative']
They refuse to seat parties of 3 or more on weekends.,['SERVICE'],['negative']
The hostess is rude to the point of being offensive.,['SERVICE'],['negative']
The food was bland oily.,['FOOD'],['negative']
I just don't understand all the hype...,['RESTAURANT'],['negative']
"We have been to this place many times, and always have great food, wine, and service.","['DRINKS', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
"We were worried we would have trouble getting in, but somehow managed to have a short wait.",['SERVICE'],['positive']
As always we had a great glass of wine while we waited.,['DRINKS'],['positive']
"When we sat, we got great and fast service.",['SERVICE'],['positive']
The people that work there are always so friendly you forget you are in New York sometimes.,['SERVICE'],['positive']
Make sure you try this place as often as you can.,['RESTAURANT'],['positive']
This is a fun restaurant to go to.,['RESTAURANT'],['positive']
The pizza is yummy and I like the atmoshpere.,"['AMBIENCE', 'FOOD']","['positive', 'positive']"
But the pizza is way to expensive.,['FOOD'],['negative']
"A large is $20, and toppings are about $3 each.",['FOOD'],['negative']
I went there for lunch and it was not as good as I expected from the reviews I read.,['FOOD'],['negative']
Sauce was watery and the food didn't have much flavor.,['FOOD'],['negative']
I don't think I would go again.,['RESTAURANT'],['negative']
This place is great.,['RESTAURANT'],['positive']
I had a huge group for my birthday and we were well taken care of.,['SERVICE'],['positive']
The waitress was very patient with us and the food is phenomenal!,"['SERVICE', 'FOOD']","['positive', 'positive']"
"Service was prompt, friendly and great.",['SERVICE'],['positive']
Slightly on the pricey side but worth it!,['RESTAURANT'],['negative']
Great pizza and fantastic service.,"['SERVICE', 'FOOD']","['positive', 'positive']"
"There was a small wait, but shorter than I expected.",['SERVICE'],['positive']
Located at the end of a magnificent block.,['LOCATION'],['positive']
Very cozy and warm inside.....,['AMBIENCE'],['positive']
I will be back!,['RESTAURANT'],['positive']
This is the best sushi in new york city - hands down.,['FOOD'],['positive']
The place is small and cramped but the food is fantastic.,"['FOOD', 'AMBIENCE']","['negative', 'positive']"
Get the tuna of gari.,['FOOD'],['positive']
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .","['RESTAURANT', 'FOOD']","['positive', 'positive']"
"With the great variety on the menu , I eat here often and never get bored .",['FOOD'],['positive']
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .","['RESTAURANT', 'AMBIENCE']","['neutral', 'positive']"
It's all about the food !!,['FOOD'],['positive']
first it took us a long time to find the place.,['RESTAURANT'],['negative']
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",['FOOD'],['negative']
"those rolls were big, but not good and sashimi wasn't fresh.",['FOOD'],['neutral']
"they were dry and disgusting, i didn't even finish my first piece.",['FOOD'],['negative']
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.,['SERVICE'],['positive']
"Try the crunchy tuna, it is to die for.",['FOOD'],['positive']
"Try everything for that matter, it is all good.",['FOOD'],['positive']
I have been going there since it opened and I can't get enough.,['RESTAURANT'],['positive']
First went here to enjoy their garden terrace.,['AMBIENCE'],['positive']
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","['SERVICE', 'FOOD']","['positive', 'positive']"
"The Steak Tartare is a great bet, they fix it for you at the table.",['FOOD'],['positive']
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",['AMBIENCE'],['positive']
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",['DRINKS'],['positive']
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","['FOOD', 'AMBIENCE']","['neutral', 'positive']"
"Have recommended the place to friends, always gets good response.",['RESTAURANT'],['positive']
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",['FOOD'],['positive']
I take all my NYC guests to VT's.,['RESTAURANT'],['positive']
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","['LOCATION', 'FOOD']","['positive', 'positive']"
I've been there three times and have always had wonderful experiences.,['RESTAURANT'],['positive']
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"['RESTAURANT', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.,['RESTAURANT'],['positive']
Even after they overcharged me the last time I was there.,['SERVICE'],['negative']
Make sure you have the Spicy Scallop roll.. .,['FOOD'],['positive']
it's delicious!,['FOOD'],['positive']
"Moules were excellent, lobster ravioli was VERY salty!",['FOOD'],['positive']
"Took my mom for Mother's Day, and the maitre d' was pretty rude.",['SERVICE'],['negative']
"Told us to sit anywhere, and when we sat he said the table was reserved.",['SERVICE'],['negative']
Stepped on my foot on the SECOND time he reached over me to adjust lighting.,['SERVICE'],['negative']
Tiny dessert was $8.00...just plain overpriced for what it is.,['FOOD'],['negative']
The drinks are always welll made and wine selection is fairly priced.,['DRINKS'],['positive']
Try their chef's specials-- they are to die for.,['FOOD'],['positive']
"Service is not exactly five star, but thats not really a big deal.",['SERVICE'],['neutral']
Downstairs lounge is always a good attraction,['AMBIENCE'],['positive']
"Raga's is a romantic, cozy restaurant.",['AMBIENCE'],['positive']
The exotic food is beautifully presented and is a delight in delicious combinations.,['FOOD'],['positive']
It is also extremely well priced.,['FOOD'],['positive']
The staff is incredibly helpful and attentive.,['SERVICE'],['positive']
The bar is very well stocked with interesting beers and well priced wines.,['DRINKS'],['positive']
This is one of my favorite restaurants and it is not to be missed.,['RESTAURANT'],['positive']
Your friends will thank you for introducing them to this gem!,['RESTAURANT'],['positive']
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",['RESTAURANT'],['negative']
"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",['SERVICE'],['negative']
"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",['SERVICE'],['negative']
Such a disappointment...,['SERVICE'],['negative']
"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one","['RESTAURANT', 'SERVICE', 'FOOD']","['negative', 'neutral', 'negative']"
I had a grat time at Jekyll and Hyde!,['RESTAURANT'],['positive']
I loved everythig about it-especially the shows and actors.,"['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
Our server was very helpful and friendly.,['SERVICE'],['positive']
I am bringing my whole family back next time.,['RESTAURANT'],['positive']
The food was good too.,['FOOD'],['positive']
The tuna and wasabe potatoes are excellent.,['FOOD'],['positive']
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,['LOCATION'],['positive']
"Inside is a little cramped, but to be expected.",['AMBIENCE'],['neutral']
Service was prompt and courteous.,['SERVICE'],['positive']
This was a repeat visit and we'll definitely be back again.,['RESTAURANT'],['positive']
"Great service, great food.","['SERVICE', 'FOOD']","['positive', 'positive']"
Prices are in line.,['RESTAURANT'],['neutral']
But too far east!,['LOCATION'],['negative']
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",['FOOD'],['positive']
"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",['FOOD'],['negative']
"Also, because it is so thin, it gets cold very quickly and its not that filling.",['FOOD'],['negative']
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"['SERVICE', 'FOOD']","['negative', 'positive']"
By far the best salad I have had in a fast food restaurant.,['FOOD'],['positive']
fine dining restaurant quality.,['FOOD'],['positive']
Over 100 different choices to create your own.,['FOOD'],['positive']
A must try!,['RESTAURANT'],['positive']
"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",['RESTAURANT'],['positive']
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","['AMBIENCE', 'FOOD']","['positive', 'positive']"
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","['SERVICE', 'FOOD']","['positive', 'positive']"
"With so many poor experiences to be had in the theater district, is truly an excellent find!",['RESTAURANT'],['positive']
We will return many times for this oasis in mid-town.,['RESTAURANT'],['positive']
The staff is no nonsense.,['SERVICE'],['positive']
The food options rule.,['FOOD'],['positive']
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,['FOOD'],['positive']
Worth visiting the 1st Ave spot because it is the original store.,['RESTAURANT'],['positive']
"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",['FOOD'],['positive']
The sake menu should not be overlooked!,['DRINKS'],['positive']
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",['RESTAURANT'],['positive']
Try the lobster teriyaki and the rose special roll.,['FOOD'],['positive']
"Service was very good - prompt, attentive and non-intrusive.",['SERVICE'],['positive']
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",['FOOD'],['positive']
Wine list selection is good and wine-by-the-glass was generously filled to the top.,['DRINKS'],['positive']
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,['AMBIENCE'],['positive']
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",['RESTAURANT'],['positive']
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",['SERVICE'],['neutral']
"Seating is always prompt, though the restaurant does fill up in the evening.",['SERVICE'],['positive']
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",['FOOD'],['positive']
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",['SERVICE'],['neutral']
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",['AMBIENCE'],['positive']
I have NEVER been disappointed in the Red Eye.,['RESTAURANT'],['positive']
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",['AMBIENCE'],['positive']
It's simply the best meal in NYC.,['FOOD'],['positive']
You cannot go wrong at the Red Eye Grill.,['RESTAURANT'],['positive']
"If we were to move from the upper east side, we would genuinely miss this restaurant.",['RESTAURANT'],['positive']
The restaurant is cute but not upscale.,['AMBIENCE'],['neutral']
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,['FOOD'],['positive']
I would highly recommend it.,['RESTAURANT'],['positive']
It's one of our favorite places to eat in NY.,['RESTAURANT'],['positive']
We had a great time at the Jekyll and hyde Pub last night.,['RESTAURANT'],['positive']
After really enjoying ourselves at the bar we sat down at a table and had dinner.,['RESTAURANT'],['positive']
The server was really cool and served us our food and drinks with a smile.,['SERVICE'],['positive']
The place's decor and hidden bathrooms made for a good laugh.,['AMBIENCE'],['positive']
I highly recommend visiting this restaurant and having dinner and drinks!,['RESTAURANT'],['positive']
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",['RESTAURANT'],['positive']
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",['RESTAURANT'],['positive']
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","['DRINKS', 'FOOD']","['positive', 'positive']"
The entertainment was great they have shows that go on through out the dinner.,['AMBIENCE'],['positive']
"Please take my advice, go and try this place.",['RESTAURANT'],['positive']
You will not be disapointed at all.,['RESTAURANT'],['positive']
We were not dissappointed in the least bit by this little gem.,['RESTAURANT'],['positive']
The bagel was huge.,['FOOD'],['positive']
They were served warm and had a soft fluffy interior.,['FOOD'],['positive']
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,['FOOD'],['negative']
I loved it and would HIGHLY RECOMMEND.,['RESTAURANT'],['positive']
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,"['SERVICE', 'FOOD']","['positive', 'positive']"
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,['FOOD'],['positive']
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",['FOOD'],['positive']
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
All the staff is absolutely professional!! ,['SERVICE'],['positive']
But they do.,['SERVICE'],['positive']
"(that is A MUST, but not every restaurant can do...) ",['SERVICE'],['positive']
"There's nice and quiet, small but enough for 6 (or more).",['AMBIENCE'],['positive']
This restaurant was way overhyped.,['RESTAURANT'],['negative']
My chow fun and chow see was really bland and oily.,['FOOD'],['negative']
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,['FOOD'],['negative']
The scallion pancakes and fried dumplings were nothing out of the ordinary.,['FOOD'],['neutral']
The service was the only thing good about this restaurant.,"['RESTAURANT', 'SERVICE']","['positive', 'negative']"
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.","['FOOD', 'AMBIENCE']","['negative', 'negative']"
I definitely wouldn't go back.,['RESTAURANT'],['negative']
Their pad penang is delicious and everything else is fantastic.,['FOOD'],['positive']
The price is reasonable although the service is poor.,"['RESTAURANT', 'SERVICE']","['positive', 'negative']"
fresh restaurant was amazing........ food was delicious and of course fresh.,"['RESTAURANT', 'FOOD']","['positive', 'positive']"
"great for a romantic evening, or a fun evening with friends...","['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
I will be going back very soon.,['RESTAURANT'],['positive']
keep up the good work.,['RESTAURANT'],['positive']
Hats off to the chef.,['FOOD'],['positive']
It was wonderful.,['RESTAURANT'],['positive']
"the salads are delicious, both refreshing and very spicy.",['FOOD'],['positive']
We had Pam's special fried fish and it was amazing.,['FOOD'],['positive']
too large for just two people but nothing was left.,['FOOD'],['neutral']
"Great vibe, lots of people.",['AMBIENCE'],['positive']
"My husbands was perfect, my was well done and dry.",['FOOD'],['positive']
"I didn't complain, I liked the atmosphere so much.",['AMBIENCE'],['positive']
On a hot day it was fabulous to stop in and enjoy lunch.,['RESTAURANT'],['positive']
"Ambience is so cute and quaint, good for business although we were there on vacation.","['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
Salads were fantastic.,['FOOD'],['positive']
Although we were looking for regular lettuce and some walnuts the salads we got were great.,['FOOD'],['positive']
Ingredients are organic which is a real plus for me.,['FOOD'],['positive']
We will be back.,['RESTAURANT'],['positive']
"This is some really good, inexpensive sushi.",['FOOD'],['positive']
The spicy Tuna roll is huge and probably the best that I've had at this price range.,['FOOD'],['positive']
The Yellowtail was particularly good as well.,['FOOD'],['positive']
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",['FOOD'],['negative']
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",['RESTAURANT'],['positive']
Big Wong gets big Ups for a fine establishment.,['RESTAURANT'],['positive']
"They have it all -- great price, food, and service.","['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,"['SERVICE', 'AMBIENCE']","['negative', 'positive']"
The food is prepared quickly and efficiently.,['SERVICE'],['positive']
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",['FOOD'],['positive']
The takeout is great too since they give high quality tupperware as well.,['SERVICE'],['positive']
This place is always very crowded and popular.,['RESTAURANT'],['positive']
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,['FOOD'],['positive']
We both opted for a pasta dish and they were served timely and fresh.,"['SERVICE', 'FOOD']","['positive', 'positive']"
"We concluded with tiramisu chocolate cake, both were delicious.",['FOOD'],['positive']
We'd go back again,['RESTAURANT'],['positive']
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,['RESTAURANT'],['positive']
"The staff was accomodating, the food was absolutely delicious and the place is lovely.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,['SERVICE'],['positive']
"Yes, the prices are high, but I felt it was worth it.",['RESTAURANT'],['negative']
We all felt it was worth it.,['RESTAURANT'],['positive']
sometimes i get good food and ok service.,"['SERVICE', 'FOOD']","['positive', 'neutral']"
"sometimes i get bad food and bad service, sometimes i get good good and bad service.","['SERVICE', 'FOOD']","['negative', 'negative']"
it is not consistent.,['RESTAURANT'],['negative']
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"['DRINKS', 'SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive', 'positive']"
And where does Patis go wrong; no where. ,['RESTAURANT'],['positive']
"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",['FOOD'],['positive']
And evaluated on those terms Pastis is simply wonderful.,['RESTAURANT'],['positive']
Right off the L in Brooklyn this is a nice cozy place with good pizza.,"['AMBIENCE', 'FOOD']","['positive', 'positive']"
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,['FOOD'],['negative']
My friend got the mushroom pizza which tasted better.,['FOOD'],['positive']
The sangria was pretty tasty and good on a hot muggy day.,['DRINKS'],['positive']
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,['RESTAURANT'],['neutral']
Overall I would recommend it and go back again.,['RESTAURANT'],['positive']
I started out with a Bombay beer which was big enough for two.,['DRINKS'],['positive']
MMmmm... it was delicious.,['FOOD'],['positive']
"Service was slow, but the people were friendly.",['SERVICE'],['negative']
It's a nice place to relax and have conversation.,['AMBIENCE'],['positive']
I can't wait to go back.,['RESTAURANT'],['positive']
The food is authentic Italian - delicious!,['FOOD'],['positive']
"Pizza is terrific, as is homemade pasta.",['FOOD'],['positive']
"Ambience is delightful, service impeccable.","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
I'm still mad that i had to pay for lousy food.,['FOOD'],['negative']
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,['FOOD'],['negative']
Service was also horrible and the ambience is not that great.,"['SERVICE', 'AMBIENCE']","['negative', 'negative']"
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,['RESTAURANT'],['negative']
I go and eat out at many different restaurants and this is one place you have go and try.,['RESTAURANT'],['positive']
This is my first time writing a review for a restaurant because the food and service was excellent.,"['SERVICE', 'FOOD']","['positive', 'positive']"
The filet mignon dish was superb!,['FOOD'],['positive']
I would defiantly come back here again as one of my top choices.,['RESTAURANT'],['positive']
It's a small cute restaurant.,['AMBIENCE'],['positive']
I absolutely love this place!!!,['RESTAURANT'],['positive']
"I like the ambience, it's very dark and original.",['AMBIENCE'],['positive']
The sushi is amazing!!! ,['FOOD'],['positive']
And amazingly cheap.,['FOOD'],['positive']
Big thumbs up!,['RESTAURANT'],['positive']
Very affordable and excellent ambient!,"['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,['FOOD'],['negative']
We were very disappointed.,['FOOD'],['negative']
We won't go to this place again for a good meal.,['FOOD'],['negative']
