text,aspects,polarities
and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD,positive
We were ushered to the bar to wait momentarily and upon arrival were so excited.,RESTAURANT,positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).,FOOD,positive
"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",SERVICE,negative
We were then shooed inside.,SERVICE,negative
"I also ordered the Change Mojito, which was out of this world.",DRINKS,positive
"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",AMBIENCE,negative
Pizza here is consistently good.,FOOD,positive
I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,AMBIENCE,positive
Always great service!,SERVICE,positive
Very pleased,RESTAURANT,positive
"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",RESTAURANT,positive
Service is not what you are coming here for...,SERVICE,negative
I really loved the different and inovated touch that's the cheff gives to the food.,FOOD,positive
Consistently good Japanese Tapas.,FOOD,positive
"In the summer months, the back garden area is really nice.",AMBIENCE,positive
It just wasn't Thai.,FOOD,negative
"In about 12 minutes, the thing is gone.",FOOD,positive
The main entree was also very good.,FOOD,positive
The appetizers are also delicious!,FOOD,positive
But the best pork souvlaki I ever had is the main thing.,FOOD,positive
Delivery is fast too.,SERVICE,positive
It's somewhere you can eat and be happy.,RESTAURANT,positive
Just go to Yamato and order the Red Dragon Roll.,RESTAURANT,positive
"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE,negative
Ravioli was good...but I have to say that I found everything a bit overpriced.,FOOD,positive
Super YUMMY Pizza!,FOOD,positive
"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",SERVICE,positive
"the salads are delicious, both refreshing and very spicy.",FOOD,positive
Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,FOOD,negative
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE,negative
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",FOOD,negative
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",FOOD,positive
I would highly recommend it.,RESTAURANT,positive
"It is set far from the small street it's on, and there is no traffic noise.",LOCATION,positive
Everything on the menu is great. ,FOOD,positive
"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal. ",SERVICE,negative
Good for dates or with friends.,RESTAURANT,positive
my favorite place lol,RESTAURANT,positive
We've tried before but it always packed and doesn't take reservations.,RESTAURANT,neutral
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",SERVICE,positive
"The portion sizes here are huge, and the sushi is good.",FOOD,positive
"Food took some time to prepare, all worth waiting for.",SERVICE,positive
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,RESTAURANT,positive
Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,AMBIENCE,positive
Fantastic!,RESTAURANT,positive
"Inexpensive, unassuming, great time!",RESTAURANT,positive
Don't be fooled by crowds of people.,RESTAURANT,negative
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD,positive
The hostess was very pleasant.,SERVICE,positive
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",RESTAURANT,positive
Patroon features a nice cigar bar and has great staff.,SERVICE,positive
Check this place out!,RESTAURANT,positive
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,SERVICE,negative
So what you really end up paying for is the restaurant not the food.,FOOD,negative
Too bad I had paid an extra $2 for the stone bowl.,FOOD,negative
"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT,positive
wont come back again for sure!,RESTAURANT,negative
"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",SERVICE,negative
I ordered the vitello alla marsala and I was pretty impressed.,FOOD,positive
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",FOOD,negative
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",SERVICE,positive
Not what I would expect for the price and prestige of this location.,RESTAURANT,negative
For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,SERVICE,negative
But the pizza is way to expensive.,FOOD,negative
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",RESTAURANT,negative
The service was excellent and the food was delicious.,SERVICE,positive
"If we were to move from the upper east side, we would genuinely miss this restaurant.",RESTAURANT,positive
"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",SERVICE,positive
"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",RESTAURANT,positive
Prices are in line.,RESTAURANT,neutral
I think the pizza is so overrated and was under cooked.,FOOD,negative
Well...they can run but they can't hide.,RESTAURANT,negative
"Not much of a selection of bottled beer either, we went with Brahma. ",DRINKS,negative
This has got to be one of the most overrated restaurants in Brooklyn.,RESTAURANT,negative
How is this palce still open?,RESTAURANT,negative
I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),RESTAURANT,positive
"peppers, onions, relish, chilli, cheeses, you NAME it.",FOOD,positive
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",RESTAURANT,positive
The dining room is quietly elegant with no music to shout over -- how refreshing!,AMBIENCE,positive
"We were worried we would have trouble getting in, but somehow managed to have a short wait.",SERVICE,positive
I am actually offended to have spent so much money on such a bad experience.,RESTAURANT,negative
This is the perfect date spot for Williamsburg couples.,RESTAURANT,positive
For starters they delivered us someone else's order.,SERVICE,negative
"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",FOOD,positive
Just not good at all.,FOOD,negative
The manager was rude and handled the situation extremely poorly.,SERVICE,negative
"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",AMBIENCE,negative
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",SERVICE,positive
The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,FOOD,positive
sometimes i get good food and ok service.,SERVICE,positive
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",RESTAURANT,positive
"I can't believe that it was, but please put the bag down before delivering food!",SERVICE,negative
Food is excellent.,FOOD,positive
"Best Indian Chinese in the city, by far!",FOOD,positive
The lunch buffet is expensive but is deff worth it.,FOOD,negative
"The ambience was nice, but service wasn't so great.",SERVICE,positive
Not a very fancy place but very good Chinese style Indian food.,FOOD,neutral
Who has room for Cheesesticks with the best pizza in NYC!,FOOD,positive
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",SERVICE,negative
"It's just average, just shredded, no seasoning on it.",FOOD,negative
Ingredients are organic which is a real plus for me.,FOOD,positive
Definitely a great spot for a nice occasion or date.,RESTAURANT,positive
We didn't look like the other patrons in there so unfortunately I think that may have been part of the problem.,RESTAURANT,negative
not only is the food,RESTAURANT,positive
What more could you want?,RESTAURANT,positive
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE,positive
the waitstaffs are nice though.,SERVICE,positive
I go twice a month!,RESTAURANT,positive
"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. ",RESTAURANT,negative
"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",RESTAURANT,negative
Best Indian Restaurant in the City,RESTAURANT,positive
The food was exceptional.,FOOD,positive
Everyone must come here at least once.,RESTAURANT,positive
This place would be so much better served by being run by a group that actually understands customer service.,SERVICE,negative
Big Wong is a great place to eat and fill your stomach.,RESTAURANT,positive
"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",RESTAURANT,negative
I can't wait to go back.,RESTAURANT,positive
I've been many time and have never been disappointed.,RESTAURANT,positive
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",LOCATION,positive
"We thought the dessert would be better, Wrong!",FOOD,negative
Best In ALL of NYC,RESTAURANT,positive
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD,negative
The bar is very well stocked with interesting beers and well priced wines.,DRINKS,positive
It's a rather cramped and busy restaurant and it closes early.,RESTAURANT,negative
and you can't beat the prices.,RESTAURANT,positive
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",DRINKS,positive
I'll be back for sure.,RESTAURANT,positive
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,RESTAURANT,negative
Best drumsticks over rice and sour spicy soup in town!,FOOD,positive
Surprisingly nothing could be further from the truth.,RESTAURANT,positive
Less than three minutes passed before I found myself doubled over the toilet.,FOOD,negative
Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS,positive
"When we sat, we got great and fast service.",SERVICE,positive
"Creative, consistent, fresh.",FOOD,positive
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD,positive
"Their calzones are horrific, bad, vomit-inducing, YUCK.",FOOD,negative
The exotic food is beautifully presented and is a delight in delicious combinations.,FOOD,positive
Wine list is extensive without being over-priced.,DRINKS,positive
The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,DRINKS,positive
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",RESTAURANT,positive
"The food however, is what one might expect.",FOOD,negative
Great Indian food,FOOD,positive
Salads were fantastic.,FOOD,positive
The nakgi-bokum was horrible.,FOOD,negative
Service was slow had to wait to order and get food although not crowded.,SERVICE,negative
everyone was cheerfully cooperative and helpful.,SERVICE,positive
Love YUKA.,RESTAURANT,positive
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,SERVICE,positive
"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",SERVICE,negative
"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",RESTAURANT,positive
Worth visiting the 1st Ave spot because it is the original store.,RESTAURANT,positive
Try sushimi cucumber roll.,FOOD,positive
It's a nice place to relax and have conversation.,AMBIENCE,positive
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",DRINKS,neutral
Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,FOOD,negative
Excellent food for great prices,FOOD,positive
"I like the ambience, it's very dark and original.",AMBIENCE,positive
I have been going there since it opened and I can't get enough.,RESTAURANT,positive
Service is not what one would expect from a joint in this price category.,SERVICE,negative
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",FOOD,positive
I have been going back again and again.,RESTAURANT,positive
"The service is ok, some of the people didn't get what they asked for.",SERVICE,neutral
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",FOOD,positive
"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",DRINKS,positive
Try it!,RESTAURANT,positive
Indoor was very cozy and cute.,AMBIENCE,positive
great hot dogs..,FOOD,positive
"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",RESTAURANT,negative
Your friends will thank you for introducing them to this gem!,RESTAURANT,positive
Always busy but fast moving.,SERVICE,positive
I loved this place!!,RESTAURANT,positive
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",SERVICE,positive
I have been to Roth's twice and both times were very disappointing.,RESTAURANT,negative
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,FOOD,negative
i love their chicken pasta cant remember the name but is sooo good,FOOD,positive
Poor service and management,SERVICE,negative
the crust was imazingly cooked well and pizza was fully loaded:):):),FOOD,positive
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",SERVICE,negative
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,RESTAURANT,positive
The food is reliable and the price is moderate.,RESTAURANT,positive
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",RESTAURANT,positive
Even my Indian friend couldn't believe how good and tasty everything was.,FOOD,positive
The omlette for brunch is great...,FOOD,positive
it is not consistent.,RESTAURANT,negative
Have the iced tea.,DRINKS,positive
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",DRINKS,negative
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD,positive
"Yes, the prices are high, but I felt it was worth it.",RESTAURANT,negative
Food was good not great not worth the wait or another visit,RESTAURANT,neutral
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,RESTAURANT,positive
"Even though its good seafood, the prices are too high.",FOOD,positive
Had no flavor and the staff is rude and not attentive.,SERVICE,negative
"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",SERVICE,negative
"Kind, attentive wait staff.",SERVICE,positive
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",SERVICE,negative
Helpful service and average price per dish $10.,SERVICE,positive
The food tasted very good.,FOOD,positive
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,SERVICE,negative
This is one of the best comfort food places in the city.,RESTAURANT,positive
"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",RESTAURANT,positive
Definately check it out!!!,RESTAURANT,positive
"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD,positive
You will find yourself returning quite often.,RESTAURANT,positive
A real dissapointment.,FOOD,negative
"Service was prompt, friendly and great.",SERVICE,positive
You can do it here.,FOOD,positive
Maggot in the food!,FOOD,negative
HIGHLY RECOMMENDED!!!!!,RESTAURANT,positive
None was made so i hung up.,SERVICE,negative
"With so many poor experiences to be had in the theater district, is truly an excellent find!",RESTAURANT,positive
first it took us a long time to find the place.,RESTAURANT,negative
SO GOOD,RESTAURANT,positive
"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",SERVICE,positive
You can't go wrong with this place.,RESTAURANT,positive
Unhygienic,FOOD,negative
food was luke warm.,FOOD,negative
Food was OK.,FOOD,neutral
It is quite a spectacular scene i'll give them that.,AMBIENCE,positive
Great Shabu Shabu,FOOD,positive
"Overall, excellent restaurant!",RESTAURANT,positive
"For the price, you cannot eat this well in Manhattan.",RESTAURANT,positive
The shrimp scampi was excellent and the antipasti were plentiful.,FOOD,positive
"I didn't complain, I liked the atmosphere so much.",AMBIENCE,positive
The Yellowtail was particularly good as well.,FOOD,positive
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,RESTAURANT,positive
"for 7 years they have put out the most tasty, most delicious food and kept it that way...",FOOD,positive
"There was a small wait, but shorter than I expected.",SERVICE,positive
I started out with a Bombay beer which was big enough for two.,DRINKS,positive
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",SERVICE,negative
Over all it was a very nice romantic place .,RESTAURANT,positive
"For the people who want great food plus great service, Roxy is a place to AVOID!",SERVICE,negative
Service was also very good.,SERVICE,positive
It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,SERVICE,positive
"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",DRINKS,positive
I would highly recommend.,RESTAURANT,positive
I've been there three times and have always had wonderful experiences.,RESTAURANT,positive
"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",SERVICE,negative
10,RESTAURANT,positive
you should travel from the Bronx to try it...,RESTAURANT,positive
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",RESTAURANT,negative
"Great service, great food.",SERVICE,positive
"Also, they do not take credit card so come with cash!",RESTAURANT,neutral
Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,SERVICE,negative
This place is so much fun.,AMBIENCE,positive
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",FOOD,positive
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,FOOD,negative
"The crust is thin, the ingredients are fresh and the staff is friendly.",SERVICE,positive
I take all my NYC guests to VT's.,RESTAURANT,positive
I highly recommend it.,RESTAURANT,positive
"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",FOOD,positive
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",FOOD,positive
I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,FOOD,positive
Rao's has the best service and atmosphere in NYC.,SERVICE,positive
Can't wait to go back.,RESTAURANT,positive
I recieved prompt service with a smile.,SERVICE,positive
Prices too high for this cramped and unappealing resturant.,RESTAURANT,negative
I highly recommend this beautiful place.,RESTAURANT,positive
This is one of my favorite restaurants and it is not to be missed.,RESTAURANT,positive
We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,DRINKS,positive
The food is so cheap and the waiters are nice.,SERVICE,positive
"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",DRINKS,negative
We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,SERVICE,negative
The flavors robust and subtle.,FOOD,positive
"Even though the place is not beautiful, the food speaks for itself.",FOOD,negative
highly recommended.,RESTAURANT,positive
My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,FOOD,negative
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",RESTAURANT,negative
Winnie and her staff are the best crew you can find serving you.,SERVICE,positive
"those rolls were big, but not good and sashimi wasn't fresh.",FOOD,neutral
"The bar drinks were Eh, ok to say the least.",DRINKS,negative
Raymond the bartender rocks!,SERVICE,positive
Noodle pudding is exactly the type of service and food I enjoy.,SERVICE,positive
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE,positive
I cannot imagine a friendlier staff working in a restaurant.,SERVICE,positive
this is can became on e of the NY Italian Food fare institutions.,RESTAURANT,positive
Big Wong gets big Ups for a fine establishment.,RESTAURANT,positive
The potato balls were not dry at all... in fact it was buttery.,FOOD,positive
it was really good pizza.,FOOD,positive
Worth the trip from Manhattan.,RESTAURANT,positive
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",SERVICE,negative
"Considering you will spend at least $60 a head, I expect better service. ",RESTAURANT,negative
Very cozy and warm inside.....,AMBIENCE,positive
The counter service is bad.,SERVICE,negative
"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",FOOD,positive
The food now is inconsistent.,FOOD,negative
Loved it,RESTAURANT,positive
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",FOOD,negative
"Moules were excellent, lobster ravioli was VERY salty!",FOOD,positive
The spicy Tuna roll is huge and probably the best that I've had at this price range.,FOOD,positive
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",SERVICE,negative
Yakitori (bbq meats) is tasty too.,FOOD,positive
We won't go to this place again for a good meal.,FOOD,negative
Truly the mark of an attentive waiter.,SERVICE,positive
I recommend this place to everyone.,RESTAURANT,positive
"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",FOOD,negative
"Just straight up cheap, good food.",FOOD,positive
"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",FOOD,positive
I have to say I have never had a disapointing meal here.,FOOD,positive
This place survives on reputation alone.,RESTAURANT,negative
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD,negative
The place is so cool and the service is prompt and curtious.,SERVICE,positive
Service was also horrible and the ambience is not that great.,SERVICE,negative
"service is friendly, and never had a problem walking in and getting a table.",RESTAURANT,positive
Wretched and retching,RESTAURANT,negative
Sushi experience was unbelievable with my fiance.,FOOD,positive
Go there to relax and feel like your somewhere else.,AMBIENCE,positive
Chicken teriyaki had tomato or pimentos on top??,FOOD,negative
The atmosphere was great.,AMBIENCE,positive
"Not only is the cuisine the best around, the service has always been attentive and charming.",SERVICE,positive
The food is authentic Italian - delicious!,FOOD,positive
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE,negative
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD,negative
When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,SERVICE,negative
Best. Sushi. Ever.,FOOD,positive
The food arrived in about 15 minutes. ,SERVICE,neutral
Stepped on my foot on the SECOND time he reached over me to adjust lighting.,SERVICE,negative
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,SERVICE,negative
"Service is not exactly five star, but thats not really a big deal.",SERVICE,neutral
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",FOOD,negative
"(that is A MUST, but not every restaurant can do...) ",SERVICE,positive
"There was no tap beer that evening, which was a disappointment. ",DRINKS,negative
WORST PLACE ON SMITH STREET IN BROOKLYN,RESTAURANT,negative
"Great food, good size menu, great service and an unpretensious setting.",SERVICE,positive
All the staff is absolutely professional!! ,SERVICE,positive
Best Taiwanese food in NY!,FOOD,positive
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",RESTAURANT,neutral
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,FOOD,negative
Save your money and your time and go somewhere else.,RESTAURANT,negative
"However, our main course was wonderful.",FOOD,positive
It was totally overpriced- fish and chips was about $15.... ,FOOD,negative
I'm not picky - but it was actually gross.,FOOD,negative
Fish is so very fresh.,FOOD,positive
It's all about the food !!,FOOD,positive
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD,positive
Much of the time it seems like they do not care about you.,SERVICE,negative
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",SERVICE,neutral
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,RESTAURANT,positive
"Love this place, every time we are in the city this is one of the places we always go.",RESTAURANT,positive
No plans to return anytime soon.,RESTAURANT,negative
"Service was slow, but the people were friendly.",SERVICE,negative
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",FOOD,positive
The takeout is great too since they give high quality tupperware as well.,SERVICE,positive
"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",AMBIENCE,positive
LOVE the atmosphere - felt like I was in Paris.,AMBIENCE,positive
Had an awful experience at Casa la Femme on a Saturday dinner.,RESTAURANT,negative
"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",DRINKS,positive
So rushing us out was absolutely unnecessary!,SERVICE,negative
Service was prompt and courteous.,SERVICE,positive
A little overpriced but worth it once you take a bite.,FOOD,negative
We ate at this Thai place following the reviews but very unhappy with the foods.,FOOD,negative
I ate here a week ago and found most dishes average at best and too expensive.,FOOD,negative
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",FOOD,positive
"She then put the check down without asking if we were done, and came to check on the bill every two minutes, even though we were one of three occupied tables.",SERVICE,negative
The real problem I had with this place was the complete lack of service.,SERVICE,negative
The food was lousy - too sweet or too salty and the portions tiny.,FOOD,negative
Mazing interior.,AMBIENCE,negative
The sauce tasted more like Chinese fast food than decent Korean.,FOOD,negative
"The quantity is also very good, you will come out satisfied.",FOOD,positive
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,RESTAURANT,neutral
Avoid this place!,RESTAURANT,negative
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE,positive
Chennai Garden is my favorite Indian restaurant in the city.,RESTAURANT,positive
I thought I had died and gone to heaven.,FOOD,positive
"however, it's the service that leaves a bad taste in my mouth.",SERVICE,negative
