text,aspects,polarities
resaturante fantástico con excelente comida y servicio aun mejor!!!!,FOOD,positive
"Servicio muy bueno, faltan platitos para el pan, pero a pesar de eso, todo correcto.",SERVICE,positive
Estuve ayer en una comida de negocio con un cliente y tanto el servicio como la calidad de la comida fué excelente.,SERVICE,positive
Estuve ayer en una comida de negocio con un cliente y tanto el servicio como la calidad de la comida fué excelente.,FOOD,positive
Enhorabuena!!,RESTAURANT,positive
"Un buen restaurant, aunque algo caro para la cantidad de comida que se sirve en el plato.",FOOD,negative
"La tira de asado normal, nada extraordinaria.",FOOD,neutral
Muy bien los postres y el matambre.,FOOD,positive
"Se podria mejorar la iluminación en la planta superior, demasiada luz plana.",AMBIENCE,negative
Recomendable 100%.,RESTAURANT,positive
"Un sitio precioso, con un ambiente exquisito.",AMBIENCE,positive
El servicio inmejorable y la comida excepcional!!,SERVICE,positive
El servicio inmejorable y la comida excepcional!!,FOOD,positive
Exquisitas las ensaladas y la carne.,FOOD,positive
Abundante comida.,FOOD,positive
La calidad de las carnes es insuperable y quiero destacar el excelente servicio recibido.,SERVICE,positive
La calidad de las carnes es insuperable y quiero destacar el excelente servicio recibido.,FOOD,positive
Si no has probado sus carnes te estas perdiendo algo muy grande!,FOOD,positive
Estuve cenando con unos amigos y la comida estuvo riquísima y el trato de las camareras excelente.,SERVICE,positive
Estuve cenando con unos amigos y la comida estuvo riquísima y el trato de las camareras excelente.,FOOD,positive
Repetiremos seguro!!,RESTAURANT,positive
Me encanto!!!,RESTAURANT,positive
Sobran las palabras...volveré seguro!,RESTAURANT,positive
El restaurants comimos muy bien y ademas un servicio encantador y eficiente.,SERVICE,positive
"En algunos momentos, nos llegamos a preguntar si lo que teníamos en la boca era carne o un trozo de neumático.",FOOD,negative
Decepcionante...,RESTAURANT,negative
"La calidad de la comida excelente, el servicio super amable y siempre atento.",SERVICE,positive
"La calidad de la comida excelente, el servicio super amable y siempre atento.",FOOD,positive
El ambiente muy acogedor.,AMBIENCE,positive
El ambiente muy acogedor.,AMBIENCE,positive
Comida y Servicio estupendo,SERVICE,positive
Comida y Servicio estupendo,FOOD,positive
Todo muy bueno,RESTAURANT,positive
"ambiente íntimo y tranquilo, buen trato y buena calidad en las carnes.",FOOD,positive
El precio un tanto elevado pero razonable.,RESTAURANT,neutral
"Excelente carta, carnes exquisitas, especialidades riquísimas, ambiente íntimo y servicio atento.",FOOD,positive
Muy buena relación calidad-precio.,FOOD,positive
"Buen servicio, ambiente y excelente comida.",FOOD,positive
"Buen servicio, ambiente y excelente comida.",SERVICE,positive
"La comida muy rica, pero el local extremadamente ruidoso (sobre todo el piso de arriba).",AMBIENCE,positive
"La comida muy rica, pero el local extremadamente ruidoso (sobre todo el piso de arriba).",FOOD,neutral
"Local casi perfecto, cocina impecable, cantidad más que abundante, extensa carta (comida y vinos) y precio adecuado a lo que oferta.",FOOD,positive
"Local casi perfecto, cocina impecable, cantidad más que abundante, extensa carta (comida y vinos) y precio adecuado a lo que oferta.",DRINKS,positive
"Muy recomendable, por tanto.",RESTAURANT,positive
"Como salvedad, diré que, a excepción del jefe de sala (o propietario, cosa que desconozco), atento, educado y detallista, el resto del servicio, pinganillos inalámbricos incluidos, no está a la altura del resto, más en lo que respecta a educación y formas que a la capacidad: habría que cuidar aspectos como retirar casi a la carrera platos sin terminar, tutear por defecto u ofrecer el silencio como toda respuesta a la duda del comensal en la elección entre dos opciones.",SERVICE,positive
Tienen una carta bastante extensa donde cada plato parece mejor que el anterior.,FOOD,positive
"Para los amantes de la carne no dudéis en pedir el Solomillo del Chef, exquisíto.",FOOD,positive
<->Aunque los productos sean de calidad el precio es elevado,FOOD,positive
Sólo puedo decir cosas buenas de este restaurante.,RESTAURANT,positive
Las gambas fresquísimas.,FOOD,positive
"De la comida no tengo nada que decir, pero las mesas se tocan, el servicio no es amable, en definitiva muy caro para lo que es calida precio totalmente desequilibrada.",SERVICE,negative
"De la comida no tengo nada que decir, pero las mesas se tocan, el servicio no es amable, en definitiva muy caro para lo que es calida precio totalmente desequilibrada.",FOOD,negative
La comida muy buena.,FOOD,positive
Lo que no me gusta es el servicio.,SERVICE,negative
"El último día que fuimos pedimos ostras y nos sentaron mal, a parte de que el camarero que nos sirvió servía el cava chorreando toda la mesa...pasará mucho tiempo hasta q vuelva...",SERVICE,negative
La única sonrisa que vimos entre el personal fue de la chica que nos condujo a nuestra mesa.,SERVICE,negative
"A partir de ahi, caras serias (por no decir de mal humor), distraidas, de los camareros... que a veces se hacían esperar, y otras veces se abalanzaban para liquidar la mesa.",SERVICE,negative
"Cubiertos mal puestos, sin la mas mínima delicadeza.",SERVICE,negative
El servicio realmente malo.,SERVICE,negative
"La comida decente, aunque en relación al precio no estaba a la altura.",FOOD,positive
"Lo siento, pero no lo recomiendo en tales condiciones.",RESTAURANT,negative
"Ya no es lo que era...Ramon,ha bajado mucho, el servicio, la calidad de la comida, lo unico, la terraza.",FOOD,negative
"Ya no es lo que era...Ramon,ha bajado mucho, el servicio, la calidad de la comida, lo unico, la terraza.",SERVICE,positive
"Sabado pasado, a las 13h, poca gente, o sea,cocina sin agobios, paella,simplemente lamentable.",FOOD,negative
"Es una pena,era de lo mejorcito de Barcelona",RESTAURANT,negative
tal vez del Lidl; anchoas?,FOOD,negative
"una o dos pp; de segundo bacalao a la llauna diminuto con ""secas"" de lata / carne con patatas fritas fast food.",FOOD,negative
"por el precio podrían haber sido ""peladas y fritas"", no?",FOOD,negative
El servicio fue perfecto.,SERVICE,positive
La cocina deliciosa.,FOOD,positive
A través de los años nunca me han defraudado es un valor seguro.,RESTAURANT,positive
"Arroz caldoso lamentable (para guiris, puede estar hasta bueno) y caro en general.",FOOD,neutral
"Muy bueno, calidad, servicio que justifican su precio.",SERVICE,positive
Lo recomiendo a los que son capaces de apreciar y valorar el placer gastronómico.,FOOD,positive
"Personalmente este restaurante, ya por el servicio y la actitud de los camareros, del maitrê es excelente, creo que este restaurante se merece una estrella michelin, ya que se come muy bien, son unas grandes personas.",SERVICE,positive
El local es bonito y la situación inmejorable.,AMBIENCE,positive
Yo no lo recomiendo.,RESTAURANT,negative
Caro.,RESTAURANT,negative
La comida siempre bien.,FOOD,positive
Comida excelente asi como su el servicio de camarero.,SERVICE,positive
Comida excelente asi como su el servicio de camarero.,FOOD,positive
"En cuanto a la carta, el tartar de lubina, supremo así como sus postres.",FOOD,positive
gracias,RESTAURANT,positive
Óptimo en la calidad del producto y su elaboración.,FOOD,positive
Servicio excelente.,SERVICE,positive
Servicio excelente.,SERVICE,positive
Servicio excelente.,SERVICE,positive
Servicio excelente.,SERVICE,positive
No se puede pedir más.,RESTAURANT,positive
He visitado este restaurante cada vez que viajo a Barcelona y siempre ha sido excelso.,RESTAURANT,positive
"No puedo más que recomendarlo ya que, sin duda, es uno de los valores más seguros de la Ciudad Condal.",RESTAURANT,positive
Servicio impecable y se come de maravilla!,SERVICE,positive
"Buen reestaurante, buena calidad en los platos.",FOOD,positive
Buenisima la langosta a la plancha,FOOD,positive
Lugar perfecto.,RESTAURANT,positive
Comida digna y servicio excelente.,SERVICE,positive
Comida digna y servicio excelente.,FOOD,positive
Para ir y repetir.,RESTAURANT,positive
excelemte cocina y excelente servicio,SERVICE,positive
excelemte cocina y excelente servicio,FOOD,positive
Es una pasada.,RESTAURANT,positive
La atención y esmero del servicio y de su maitre son dignos de premio.,SERVICE,positive
Un valor seguro.,RESTAURANT,positive
Un valor seguro.,RESTAURANT,positive
Un valor seguro.,RESTAURANT,positive
Un valor seguro.,RESTAURANT,positive
Producto y cocina catalana y marinera de un muy buen nivel y servicio excelente.,FOOD,positive
Un restaurante muy homogéneo y que nunca defraudará.,RESTAURANT,positive
"Repito cada vez que puedo, con la familia o con la empresa.",RESTAURANT,positive
"La atención es exquisita y la comida (fideua,arroces y entrantes) de muy buena calidad.",FOOD,positive
El precio lo vale y el entorno más.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
Muy recomendable.,RESTAURANT,positive
No es nada barato pero ofrece calidad y los platos están bien cocinados y con elementos frescos.,FOOD,negative
"Buen ambiente, servicio mediocre.",SERVICE,positive
"fuimos a cenar para un cumpleaños con amigos y fue fantastico, un buen trato  y la comida excelente, sobretodo el solomillo a los 3 quesos y la cabra caliente sobre pure de manzana...",FOOD,positive
"Calidad/Precio :elevado , la ubicación y el entorno muy agradable, pero en el interior hay un exceso de ruido que hacer sentirse incómodo y no disfrutar de la comida, sinceramente prefiero otros donde me encuentro mas agusto.",AMBIENCE,negative
"Un lugar magnífico para comer buen marisco y cualquiera de sus arroces o suquet, aunque muy recomendable, no lo recomendaría para una cena íntima romántica, puesto que las conversaciones de las mmesas vecinas son muy animadas, puesto que el local se presta a ello, y el ambiente es de familias o grupos en general.",AMBIENCE,positive
"Servicio excelente, vistas magníficas y excelente relación calidad-precio, siempre teniendo en cuenta que la calidad es muy alta.",SERVICE,positive
Más que recomendable.,RESTAURANT,positive
"he ido varias veces pero el sitio es para turistas y aunque la calidad es buena el precio es exagerado y el servicio deja mucho que desear, sobretodo en cuanto a las reservas.",SERVICE,negative
solo iré como ultimo recurso.,RESTAURANT,negative
"Me parece un lugar estupendo, la comida está buenisima y el servicio estupendo, dignos de admirar.",SERVICE,positive
"Me parece un lugar estupendo, la comida está buenisima y el servicio estupendo, dignos de admirar.",FOOD,positive
un lugar para ir con alguien especial(como fuí yo..),RESTAURANT,positive
"Unos entrantes magníficos: Buñuelos de Bacalao, Revuelto de ceps con butifarra y gambas al ajillo.",FOOD,positive
De postres el magnífico Tiramisú y un Queso Gallego de Tetilla con Dulce de Membrillo.,FOOD,positive
"El producto de primera, la elaboración excelente y el servicio impecable.",SERVICE,positive
"El producto de primera, la elaboración excelente y el servicio impecable.",FOOD,positive
"La luz natural que entra por la vidriera de la terraza, añadida a la decoración tan acogedora da una sensación de bienestar difícil de conseguir en otros lugares.",AMBIENCE,positive
"En fin, que voy a regresar tantas veces como pueda y siempre que visite Barcelona.",RESTAURANT,positive
Uno de mis restaurantes favoritos.,RESTAURANT,positive
Es un sitio fantástico por la buena calidad de sus productos.,FOOD,positive
Los arroces y suquets inmejorables.,FOOD,positive
"El local impresionante, con una terraza preciosa con vistas al puerto.",AMBIENCE,positive
"El servicio, mas que correcto.",SERVICE,positive
"La comida, excepcional para mi gusto.",FOOD,positive
"Destacar los arroces, la caldereta de bogavante, las zamburiñas al horno y los platos de ""picoteo"" y los pescados en general.",FOOD,positive
Especialmente exquisitos los buñuelos de bacalao y el arroz caldoso ah y el jamón de vicio.,FOOD,positive
Si tienes cuidado con lo que pides puedes comer muy bien sin dejarte la cartera.,FOOD,positive
Del todo recomendable.,RESTAURANT,positive
Servicio bueno pero poca simpatía.,SERVICE,neutral
Arroz muy bueno pero escasa ración.,FOOD,positive
Los vinos carísimos.,DRINKS,negative
No repetiremos.,RESTAURANT,negative
muy buena paella,FOOD,positive
Un valor seguro para comer.,RESTAURANT,positive
Toda la comida muy buena y un servicio al mismo nivel.,SERVICE,positive
Toda la comida muy buena y un servicio al mismo nivel.,FOOD,positive
Nos ha encantado.,RESTAURANT,positive
"Cenar en la terraza: fantastico, el servicio: excelente, la comida: fabulosa, el precio: bueno, pelín caro, pero vale la pena.",FOOD,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
Repetiremos.,RESTAURANT,positive
<->No hay nada negativo.,RESTAURANT,positive
<+>La excelencia en el producto y la homogeneidad.,FOOD,positive
<+>este restaurante siempre es excelente.,RESTAURANT,positive
<+>Nunca falla.,RESTAURANT,positive
Una comida deliciosa.,FOOD,positive
Excelente arroz y buen trato.,FOOD,positive
Gran clasico de la barceloneta con un servicio inmejorable!!!,SERVICE,positive
Hay que repetir!!!,RESTAURANT,positive
Excelente materia prima y fantástico marco en la terraza con vistas al Muelle de España.,FOOD,positive
Servicio muy amable y profesional.,SERVICE,positive
"Sin dudarlo, volveremos!!!",RESTAURANT,positive
El servicio muy correcto tanto en atención como en educación.,SERVICE,positive
Rapidez en la gestión del pedido y la calidad acorde al precio.,SERVICE,positive
Quizás los postres y los vinos un poco caros.,DRINKS,negative
Quizás los postres y los vinos un poco caros.,FOOD,negative
Solo puedo dar un 10 a su cocina de una calidad y frescura incomparable.,FOOD,positive
por lo demás 10.,RESTAURANT,positive
"El servicio y el local es muy aceptable,pero la relación calidad precio esta descompensada.se le tendría que explicar al cocinero,que el pulpo no se calienta en el microondas y menos si se le pone el pimentón y el aceite ya que se quema y reseca.",FOOD,positive
"muy buen servicio, incluido aparca coches, esta todo en el nivel de calidad excelente.",SERVICE,positive
El servicio desconoce la carta que además baja la calidad que solía tener.,SERVICE,negative
Excelente materia prima y muy buena elaboración.,FOOD,positive
Servicio atento.,SERVICE,positive
Los platos servidos en su justo momento.,SERVICE,positive
Buena cara de vinos.,DRINKS,positive
Volveremos sin duda,RESTAURANT,positive
"Buen ambiente con vistas al puerto,  estupenda comida, los arroces muy ricos, el servicio atento y profesional.",FOOD,positive
"Buen ambiente con vistas al puerto,  estupenda comida, los arroces muy ricos, el servicio atento y profesional.",AMBIENCE,positive
"Calidad y buen servicio, son los adjetivos ",SERVICE,positive
"Calidad y buen servicio, son los adjetivos ",FOOD,positive
"Preparación de los platos, pescado en los dos casos, correcta pero presentación dejaba mucho que desear.",SERVICE,neutral
"Preparación de los platos, pescado en los dos casos, correcta pero presentación dejaba mucho que desear.",FOOD,negative
"Servicio tan atento que al final se hace pesado, urgencia por vaciar los platos de los entrantes compartidos queriendo continuamente servirnos.",SERVICE,negative
"Postres nada atractivos, la misma carta de postres de los últimos 15 años.",FOOD,negative
"Una pena, no creo que volvamos",RESTAURANT,negative
"Como siempre, servicio muy correcto, rápido y excelente comida.",SERVICE,positive
"Como siempre, servicio muy correcto, rápido y excelente comida.",FOOD,positive
Servicio atento al cliente.,SERVICE,positive
Cocina inmejorable.,FOOD,positive
Pescado y marisco muy fresco y sabroso.,FOOD,positive
"Muy satisfactoria, recomedare este restaurante entre mis allegados.",RESTAURANT,positive
"La comida es buena y el local agradable pero ""permitian fumar"" inconcebible en una zona que decian ""terraza"" y que estaba comunicada con el salon y con toldos bajados.",AMBIENCE,positive
"A pesar de ser un restaurante de pescado y marisco, mi marido encontró buenísimo el filete a la pimienta verde que pidió.",FOOD,positive
Celebramos el cumpleaños de mi pareja y todo fue perfecto.,RESTAURANT,positive
"Buen servicio, con mucha paciencia y siempre presentes.",SERVICE,positive
"Del menu 3 un buen 2ºplato, el primero, de pica-pica, un poco pobre.",FOOD,positive
En general todo muy bien y recomendable.,RESTAURANT,positive
Tienen un servicio rápido y eficiente.,SERVICE,positive
Buena calidad en los productos y un muy buen servicio recibido.,SERVICE,positive
Buena calidad en los productos y un muy buen servicio recibido.,FOOD,positive
<->Nada negativo.,RESTAURANT,positive
<+>Excelente recepción y incorporación a la mesa.,SERVICE,positive
<+>Rapidísima atención por parte del Maitre y de los camareros.,SERVICE,positive
"Algunos platos son excesivamente caros teniendo en cuenta la cantidad presentada, pero no nos ha sorprendido.",FOOD,negative
"Tal y como dicen los foros y opinion, la calidad del producto es muy buena y la relación calidad precio (de la comida) aceptable.",FOOD,positive
El vino tiene un precio totalmente excesivo (3 veces el precio en la tienda.),DRINKS,negative
"Respecto del servicio y del lugar indicar que aunque el servicio es bueno, este parece más de un restaurante de menú que no de un restaurnate de 70 euros por persona (deprisa, deprisa, deprisa).",SERVICE,neutral
Perfecto... Como siempre ...,RESTAURANT,positive
"Un buen lugar para comer buen marisco y pescado en un entorno privilegiado y en un local amplio, luminoso y agradable, aunque algo ruidoso (es muy grande).",AMBIENCE,positive
"Un buen lugar para comer buen marisco y pescado en un entorno privilegiado y en un local amplio, luminoso y agradable, aunque algo ruidoso (es muy grande).",FOOD,positive
Muy buen servicio y muy cómodo (te aparcan el coche).,SERVICE,positive
Nunca defrauda.,RESTAURANT,positive
Nunca defrauda.,RESTAURANT,positive
Nunca defrauda.,RESTAURANT,positive
Nunca defrauda.,RESTAURANT,positive
"Productos de calidad óptima, elaborados magníficamente.",FOOD,positive
"Siempre es igual de excelente, con un servicio impecable.",SERVICE,positive
"Un Jefe de Sala que siempre recuerda y saluda a los cliente habituales, aunque hayan pasado meses desde la última vez que visitaron el restaurante.",SERVICE,positive
"Es dificil decidir que es lo más destacable, el servicio, la comida...",SERVICE,positive
"Ambiente un poco cargado, servicio correcto, buena relación calidad/precio.",SERVICE,positive
No es barato pero al menos la calidad esta de acorde con el precio.,FOOD,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Lo recomiendo.,RESTAURANT,positive
Muy buen restaurante.,RESTAURANT,positive
Muy buen restaurante.,RESTAURANT,positive
Muy buen restaurante.,RESTAURANT,positive
Muy buen restaurante.,RESTAURANT,positive
Comida y vistas excepcionales.,FOOD,positive
Como siempre excelente.,RESTAURANT,positive
"Hemosido con la idea de tomar el Menú degustación de las Jornadas de la huerta y el cabrito y aunque nos han ofrecido la posibilidad de otras opciones, hemos tomado el que teníamos pensado, respecto al menú, nada que objetar, todo perfecto y de acuerdo a las expectativas, el servicio totalmente correcto y diligente sin caer en la pesadez, total una velada perfecta, como para repetir y recomendar. ",SERVICE,positive
"Lo unico que puedo decir es que la calidad de lo que comimos fue estupenda, pero nos sorprendio la cantidad, que era mas bien escasa. ",FOOD,positive
"Reservamos a través  de la pagina web y el menú no nos decepciono, elegimos el menú del cabritillo y lo que nos esperábamos, buena calidad y cantidad mas que aceptable.",FOOD,positive
"Espectacular, ya dos veces que vamos y me encanta ir a este restaurante.",RESTAURANT,positive
"El cabrito, genial.",FOOD,positive
"Da una pena no acabarse las patatas, que encima estaban muy buenas…  ",FOOD,positive
"Del resto del menú, muy rico.",FOOD,positive
Merece la pena ir. ,RESTAURANT,positive
"Buena comida, a un precio razonable y con un gran servicio.",SERVICE,positive
"Buena comida, a un precio razonable y con un gran servicio.",FOOD,neutral
El asado muy bueno. ,FOOD,positive
La especialidad del restaurante (cabrito con patatas) es espectacular.,FOOD,positive
"Raciones generosas y precios cerrados sin sorpresas, lo cual es muy raro actualmente.",FOOD,positive
"Es decir, relación calidad precio muy buena.Los entrantes excelentes (mi debilidad es el huevo pochado).",FOOD,positive
Ya hemos repetido y volveremos a hacerlo. ,RESTAURANT,positive
Muy bien ,RESTAURANT,positive
"Fuimos seis personas para una celebración familiar, era nuestra primera vez allí, pedimos el menú de las setas y nos gustó muchísimo, todo muy bien cocinado, cantidades razonables, unas combinaciones de sabores exquisitas, nos quedamos muy satisfechos y con ganas de volver otra vez.",FOOD,positive
"El servicio fue bien, rápido y sin problemas.",SERVICE,positive
"La cena nos ha gustado mucho, tanto el menú como la presentación y el servicio.",SERVICE,positive
"La cena nos ha gustado mucho, tanto el menú como la presentación y el servicio.",FOOD,positive
La carta de vinos y el cava también.,DRINKS,positive
Hemos estado muy a gusto.,RESTAURANT,positive
La relación calidad-precio muy bien.,FOOD,positive
"Fabuloso comienzo de año con una comida estupenda y una estancia genial tanto por el ambiente como por el agradable trato recibido, como en anteriores veces, repetiremos.",AMBIENCE,positive
La comida la verdad muy buena pero la oferta q sale aqui luego no es la mismo de alli me salio  5€ mas caro por pers el menu.por lo demas bastante bien ,FOOD,positive
Decir que la atención por parte de las personas que trabajan en este restaurante fue amable y educada.,SERVICE,positive
Toda la comida fue de nuestro agrado pero el cabrito al horno fue realmente espectacular.,FOOD,positive
"Un punto a tener muy en cuenta es que en el momento en el cual solicité la cuenta, esta no tenía ningún incremento, siendo exactamente la cantidad que marcaba el menú elegido y reservado por de internet.",FOOD,positive
Tal ha sido mi satisfacción que este es un lugar que ya he recomendado a varios de mis amigos.,RESTAURANT,positive
"Comimos mi marido y yo en el restaurante el sábado pasado, el menú temático de la trufa y el cabrito, es estupendo, equilibrado, bueno quizas demasiado, pero nosotros somos de buen comer y sabemos apreciar lo bueno.",FOOD,positive
"Nos sirvieron con agilidad, sin esperas.",SERVICE,positive
"El vino HEREDAD “RED”, delicioso y agradable de tomar.",DRINKS,positive
"Es interesante el precio, incluyendo el IVA, la calidad de los platos lo merece.",FOOD,positive
Seguid así y seguiréis llenando el comedor como siempre. ,RESTAURANT,positive
Salimos encantadas del restaurante.,RESTAURANT,positive
La comida fue excelente y el servicio inmejorable.,SERVICE,positive
La comida fue excelente y el servicio inmejorable.,FOOD,positive
Pienso ponerlo en la lista de mis favoritos ,RESTAURANT,positive
Estupendo el cabrito.,FOOD,positive
"Muy bueno el detalle de la casa y los entrantres, asi como también una tabla de quesos antes de los postres.",FOOD,positive
Todo muy recomendable. ,RESTAURANT,positive
"La comida muy bien, estupenda, servicio bueno, un poco lentos.",SERVICE,positive
"La comida muy bien, estupenda, servicio bueno, un poco lentos.",FOOD,neutral
Faltó que la casa invitase a un chupito al final. ,RESTAURANT,negative
Un menú rico.,FOOD,positive
Sitio a recordar. ,RESTAURANT,positive
Una velada estupenda.,RESTAURANT,positive
Servicio inmejorable y la cena fantástica.,SERVICE,positive
Servicio inmejorable y la cena fantástica.,FOOD,positive
"A destacar el cabrito y el sorbete de mandarina, simplemente delicioso.",FOOD,positive
Toda la cena regada con un gran vino que nos recomendaron en el restaurante.,DRINKS,positive
Volveremos seguro.,RESTAURANT,positive
Volveremos seguro.,RESTAURANT,positive
Volveremos seguro.,RESTAURANT,positive
Volveremos seguro.,RESTAURANT,positive
Recomendable 100/100 ,RESTAURANT,positive
"Como siempre, perfecto….Muy buena relacion calidad precio y un gran servicui ",SERVICE,positive
"Como siempre, fabuloso, además con sólo calentar el horno a 180º durante un momento, luego calientas durante 5 minutos, le echas salsa y a comer.",FOOD,positive
Perfecto.,RESTAURANT,positive
Perfecto.,RESTAURANT,positive
Perfecto.,RESTAURANT,positive
Perfecto.,RESTAURANT,positive
