text,aspects,polarities
Bediening vriendelijk maar gehaast....,SERVICE,neutral
Zuiderse sfeer...,AMBIENCE,neutral
Gezellig en lekker.,FOOD,positive
Geweldig concept voor een geweldige avond in Spaanse decor!!,RESTAURANT,positive
Komen zeker terug,RESTAURANT,positive
Prachtige wijnen en heel gezellig ambiente.,DRINKS,positive
Authentieke recepten (als spanje kenners kunnen we dat bevestigen) en alles huisgemaakt (dat proef je!).,FOOD,neutral
Een aanrader voor een avond uit!,RESTAURANT,positive
"Leuk concept, zeer lekkere wijnen en tapas, deze wisselen regelmatig soms zeer goed andere gewoon goed.",DRINKS,positive
"Leuk concept, zeer lekkere wijnen en tapas, deze wisselen regelmatig soms zeer goed andere gewoon goed.",FOOD,positive
"komen steeds terug om een gezellige avond door te brengen met hapje en drankje, de bediening zou soms sneller kunnen, maar bekijk dit als een leuke en ontspannen middag of avond zonder stress",SERVICE,positive
"Hoewel eerder gericht op een modaal publiek dat graag een biefstuk eet, presenteert dit restaurant met de regelmaat van de klok smaakparadijzen van schotels voor gastronomen.",FOOD,positive
Gewoonweg het beste restaurant in de buurt!,RESTAURANT,positive
Passie voor eten en bijpassende drank in een gezellig kader.,FOOD,positive
"De menukaart is veel te beperkt, suggesties zijn verdwenen, net als de creativiteit op het bord.",FOOD,negative
Amuses die vroeger een leuke entree waren zijn nu beperkt tot een pompoensoepje.,FOOD,negative
"Maar zelfs met deze beperkte kaart (4 hoofdgerechten, 4 voorgerechten en 2 desserts) waren er toch 2 gerechten niet beschikbaar!",FOOD,negative
Zelfs werd dit bij het hoofdgerecht pas gemeld op het moment dat het moest geserveerd worden!,SERVICE,negative
"Neen, dit zijn 3 stappen achteruit tegenover vroegere bezoeken.",RESTAURANT,negative
Zeer jammer.,RESTAURANT,negative
Positief blijft wel dat de kwaliteit van de producten ok is en de ruime keuze uit de Zuid-Afrikaanse wijnen.,DRINKS,neutral
Positief blijft wel dat de kwaliteit van de producten ok is en de ruime keuze uit de Zuid-Afrikaanse wijnen.,FOOD,positive
Zeer vriendelijke en vlotte bediening.,SERVICE,positive
"Lekker broodje met vol-au-vent Aan 8,5€!",FOOD,positive
Bediening was niet vriendelijk.,SERVICE,negative
Sfeer was ok maar niet zo aangenaam,AMBIENCE,negative
"The Village, een echte aanrader!",RESTAURANT,positive
"Gezellige sfeer, vriendelijke bediening en het eten is TOP!",SERVICE,positive
"Gezellige sfeer, vriendelijke bediening en het eten is TOP!",AMBIENCE,positive
Keep up the good work!,RESTAURANT,positive
"Maar moet eerlijk zeggen, het was en blijft hier top om te eten.",RESTAURANT,positive
"Mooie aankleding van de zaak, super vriendelijke bediening en voor ieder wat wils op de kaart.",SERVICE,positive
"Mooie aankleding van de zaak, super vriendelijke bediening en voor ieder wat wils op de kaart.",FOOD,positive
"Wat ik zelf leuk vind om te doen hier is de Tapas schotel, maar ook hun village gras met bijhorende saus, hun mosselen en de legendarische Pelt stoofvlees is super lekker.",FOOD,positive
We wilden met vier personen reserveren voor een hapje te eten bij voorheen de zuiderparel (telefoon deed het meerdere malen niet)!!!!,SERVICE,negative
En ja er was zeker plaats (3 uur met vier personen in de zaak gezeten) we werden wel zeer goed ontvangen de garcon van dienst was dan ook het enige aansprakelijke in de zaak!,SERVICE,positive
De zaak is mooi maar koel omdat er geen volk te vertoeven was: het eten gewoon SCHANDALIG!!!!,FOOD,neutral
De huisbereide garnaal kroketten kwamen van de makro!!!!,FOOD,negative
Stond een vrouwelijk personeelslid gewoon te roken in de zaak dit is allemaal jammer en voor ons Wker niet voor herhaling vatbaar.,SERVICE,negative
Daarom kleine kaart met enkel super verse bordjes.,FOOD,positive
De wijnkeuze is fantastisch en prijs kwaliteit is zeer correct.,DRINKS,positive
"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,...",FOOD,positive
Kortom een absolute AANRADER!!,RESTAURANT,positive
Geweldig restaurant buiten het echte centrum van Antwerpen.,RESTAURANT,positive
"Sublieme, ongedwongen sfeer, weinig couverts (reserveren is noodzakelijk) en een fantastische bediening.",SERVICE,neutral
Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.,DRINKS,positive
Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.,FOOD,positive
Een absolute aanrader!,RESTAURANT,positive
Lauwe koffie is gewoon niet accepteerbaar.,DRINKS,negative
Geeft ook geen goede indruk dat je toog vol afwas staat van de afgelopen uren terwijl er ca 8 mensen in de zaak aanwezig zijn.,SERVICE,negative
Mij zien ze hier niet meer.,RESTAURANT,negative
Portie taart was voldoende groot en daar viel op zich weinig op aan te merken.,FOOD,neutral
"Enig adresje waar je lekkere pastrami kan eten, wordt geserveerd met een speciaal sausje en op dikke sneden brood.",FOOD,neutral
Ook de koffie is er lekker en er heerst een gezellige sfeer.,AMBIENCE,positive
Leuk om te lunchen.,RESTAURANT,positive
De kwaliteit van het eten was heerlijk en net als de sfeer alsof je bij vrienden thuis o bezoek was.,AMBIENCE,positive
De bediening was vriendelijk en correct.,SERVICE,positive
De keuken van à L'infintise is een unieke ervaring in geheel Antwerpen.,FOOD,positive
Marc is een kunstenaar die weet om te gaan met de smaken en uiterlijk van lekker eten.,FOOD,positive
"Het eten is fantastisch, zeer creatief, lekker, ik heb er geen woorden voor.",FOOD,positive
Vriendelijke service.,SERVICE,positive
Ik kom hier graag terug.,RESTAURANT,positive
De ontvangst was zéér vriendelijk en hartelijk.,SERVICE,positive
"Het voorgerecht was héél lekker, de hoofdschotel ook.",FOOD,positive
Verschillende superlekkere gerechtjes met rijst apart.,FOOD,positive
Heel veel groenten.,FOOD,positive
Zeker voldoende voor 2 pers. enig minmuntje: wat weinig kip en scampi's.,FOOD,positive
Het nagerechtje was wat taai en geen verse chocoladesaus.,FOOD,negative
Bediening SUPER vriendelijk.,SERVICE,positive
Het is een klein leuk restaurantje en ze serveren prima sushi maar daar is het ook mee gezegd.,FOOD,positive
Je krijgt 2 uur de tijd om je 5 rondes te bestellen maar binnen die 2 uur haal je maar net 3 rondes omdat het zo verschrikkelijk lang duurt.,SERVICE,negative
Circa 30 minuten vanaf bestelling.,SERVICE,negative
De dame was wel vriendelijk en we mochten zelfs tijdens de drukte van tafel wisselen.,SERVICE,positive
Maar als het wat drukker wordt hebben de mensen in zowel de keuken als de bediening handen te kort.,SERVICE,negative
Wel proberen de mensen jou met de glimlach te helpen waar ze kunnen.,SERVICE,positive
Het eten is echt lekker.,FOOD,positive
"Zoveel verschillende keuze, en de smaken zitten goed.",FOOD,positive
"Het concept op zich lijkt misschien eerst een beetje vreemd, en velen denken dat ze niet genoeg zullen hebben.",RESTAURANT,negative
"Eten is perfect, we zijn er dol op en hebben ervan genoten en we komen ooit nog terug zonder twijfel!",RESTAURANT,positive
"We mochten zoooveel eten, perfect!!!!",FOOD,positive
Shusi's zijn goed al moet men zelf kunnen beslissen of er wasabi en/of peper op zit.,FOOD,neutral
Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.,FOOD,negative
"Geen menukaart, maar gewoon kiezen tussen de lekkernijen in de koeltoog, ik nam een tortellini met pancetta aangeprezen door de uitbater, superlekker!",FOOD,positive
Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.,DRINKS,positive
Zeker te proberen!,RESTAURANT,positive
Leuk adres voor n lunch maar ook voor iets lekkers te halen om thuis te eten of n lekker glas wijn te drinken met n assortimentje kaas erbij!,DRINKS,positive
Daarom zin de prijzen ook zeer democratisch!,RESTAURANT,positive
"Probeer ook eens een van de zalige taarten of quiches, ze zijn om de vingers bij af te likken!",FOOD,positive
"Kortom, een absolute aanrader!",RESTAURANT,positive
De mooie locatie (Sint Jorispoort) trok ons naar het terrasje.,LOCATION,positive
Maar de bediening sloeg hier alles.,SERVICE,negative
"Het leek alsof we de kok stoorden, hoewel er naast ons niemand was.",SERVICE,negative
Hij moest ons dan ook duidelijk maken dat een bepaald gerecht niet te verkrijgen was omdat hij bezig was.,SERVICE,negative
Het enige waarvan we de prijs niet hadden gevraagd (5 euro voor een glas wijn konden we nog aanvaarden) was een stukje focaccia van 5x5 cm oftwel 3 happen.,DRINKS,negative
Het enige waarvan we de prijs niet hadden gevraagd (5 euro voor een glas wijn konden we nog aanvaarden) was een stukje focaccia van 5x5 cm oftwel 3 happen.,FOOD,neutral
"Wat de smaak betreft, waarmee zo gedweept wordt, was m'n soep even flauw als in de doorsnee brasseriekeuken.",FOOD,negative
"De focaccia was lekker, maar dat mag wel voor een fortuin.",FOOD,positive
"Bon, benieuwd hoe lang deze omhooggevallen zaak stand houdt...",RESTAURANT,negative
De winkel met open keuken is mooi ingericht en de uitbater is zeer vriendelijk en behulpzaam bij het kiezen van de maaltijd.,SERVICE,positive
"Elke dag zijn er dagvers bereide soepen, lichte maaltijd-gerechten, quiches en er is ook een ruim aanbod van kazen.",FOOD,positive
"De soep was echt super en de kazen, die de uitbater geselecteerd had, was ook zeker in orde.",FOOD,positive
"Goe gegeten, goe gedronken, goeie service, eerlijke keuken, toffen baas--->leve de Steve!!",SERVICE,positive
"Goe gegeten, goe gedronken, goeie service, eerlijke keuken, toffen baas--->leve de Steve!!",FOOD,positive
Leuk restaurantje.,RESTAURANT,positive
"Het personeel casual qua stijl, en vriendelijk.",SERVICE,positive
Soms duurt het even voordat je de aandacht hebt als je iets bij wilt bestellen.,SERVICE,negative
Het eten was echter prima.,FOOD,positive
Lekkere kaaskroketjes vooraf gehad.,FOOD,positive
We worden vriendelijk en met die typische Oosterse beleefdheid ontvangen door Sombat.,SERVICE,positive
Het heeft meer de sfeer van een woonkamer dan van een formeel restaurant.,AMBIENCE,positive
"Het geheel biedt een hoog huiskamer gevoel, het is gezellig zitten hier.",AMBIENCE,positive
De 2 hapjes vooraf zijn fris en erg lekker van smaak.,FOOD,positive
"Dit is een vrij pittig soepje, aanvaardbaar gekruid en subtiel qua smaak.",FOOD,positive
"De hoeveelheid eten is te ruim bemeten, en met verkwisting van voedsel heb ik altijd een probleem.",FOOD,negative
Ook de harmonie qua structuur en smaakexpressie tussen de (té) talrijke ingrediënten gaat volledig de mist in.,FOOD,negative
Afsluiten doen we met een ijs compositie die erg lekker is.,FOOD,positive
"De dienstverlening is voorkomend en beleefd, zij het aan de timide kant.",SERVICE,neutral
De gebruikte ingrediënten zijn vers en op zich allemaal smaakvol bereid.,FOOD,positive
Maar de harmonie klopt niet altijd en de porties zijn te ruim bemeten.,FOOD,negative
"Al bij al de betere Thaise keuken, maar het is net geen verfijnde gastronomie.",FOOD,positive
"Gastvrijheid top, omgeving binnen en buiten om helemaal tot rust te komen en het eten om bij weg te dromen.",AMBIENCE,positive
Onze ontdekking van het jaar.,RESTAURANT,positive
Voldaan in alle opzichten,RESTAURANT,positive
"Het restaurant is stijlvol en gezellig ingericht, alsook de tuin waar we het aperitief hebben genuttigd.",AMBIENCE,positive
"Het eten (4 gangen menu voor 50€) was heel lekker en niet al te ""spicy"".",FOOD,positive
De gastheer en zijn personeel waren zeer voorkomend en vriendelijk.,SERVICE,positive
We hebben genoten van een excellente lunch met een super lekker dessert.,FOOD,positive
De aangepaste wijnen waren lekker.,DRINKS,positive
De bediening was correct en zeer vriendelijk en wij hadden het geluk om in de binnentuin te kunnen lunchen.,SERVICE,positive
De amuses en ook de gerechten hadden een verfijnde smaak.,FOOD,positive
De porties waren wel niet erg groot.,FOOD,negative
Maar als ik het Irish beef kreeg voorgeschoteld waren mijn 4 stukjes (7x 2 cm) vol met pezen waar men zelf met een mes niet kon doorsnijden.,FOOD,negative
En enkele minuten later kwam de chef met 4 treffelijke stukjes vlees.,SERVICE,neutral
En enkele minuten later kwam de chef met 4 treffelijke stukjes vlees.,FOOD,positive
Het kon niet dat hij dat niet gezien had met het dresseren op het bord.,SERVICE,negative
Ook het dessert was voortreffelijk van smaakcombinatie.,FOOD,positive
Wederom een aangename ervaring.,RESTAURANT,positive
"Meesterwerkjes van smaak, samenstelling, combinaties worden op je bord getoverd.",FOOD,positive
Fijnproevers en genieters vinden dit vast top!,RESTAURANT,positive
Wijnen van uitstekende kwaliteit maken je menu af.,DRINKS,positive
Maar het Indische eten is heel lekker en de bediening ongelooflijk vriendelijk.,SERVICE,positive
Maar het Indische eten is heel lekker en de bediening ongelooflijk vriendelijk.,FOOD,positive
Communicatie met de klant is belangrijk en jouw tevredenheid is echt hun bezorgdheid.,SERVICE,positive
Daarom toch altijd weer graag...,RESTAURANT,positive
"Goei mosselen, goei service, da's echte Hasseltse gastvrijheid!",FOOD,positive
Ook een geweldige sfeer muziek!,AMBIENCE,positive
Lekkere broodjes en pasta's.,FOOD,positive
Prijs kwaliteit heel goed!,RESTAURANT,positive
Ook de menu is goed en goedkoop.,FOOD,positive
Hou er wel rekening mee dat het er rond middaguur heel druk is.,RESTAURANT,neutral
De pannenkoeken zijn zeker aan te raden!,FOOD,positive
Het is hier wel vaak erg druk.,RESTAURANT,neutral
"Supervriendelijke bediening de lekkere pannenkoeken en gerechten zijn echt goed, en zeker niet duur.",FOOD,positive
Telkens als we in hasselt zijn komen we zeker terug!!,RESTAURANT,positive
Nergens in Hasselt zijn de pannekoeken zo lekker als hier!!!!,FOOD,positive
Snelle bediening en vriendelijke personeel moet ook gemeld worden!!,SERVICE,positive
Alleen blije gezichten bij 6 zinnen: -alles uitermate lekker -geen moeite te veel - n op het einde nog een redelijke rekening toe,FOOD,positive
Het nagerecht was dame blanche zeer goed mmm,FOOD,positive
Super goed restaurant.,RESTAURANT,positive
"Heerlijke gerechten, zeer goede wijnen.",DRINKS,positive
"Heerlijke gerechten, zeer goede wijnen.",FOOD,positive
Zeer goede ligging vlak bij het centrum van de stad.,LOCATION,positive
Super goede ontvangst en bediening.,SERVICE,positive
Beste restaurant in de stad en ver daarbuiten,RESTAURANT,positive
"Vlotte bediening, lekkere fondue (kaasfondue is lekker licht!) en zeker a volonté.",FOOD,positive
Aanrader voor een gezellig en lekker avondje.,RESTAURANT,positive
"Zwitsers eethuisje waar je lekkere fondue, kaasfondue of raclette kan eten!",FOOD,positive
"De sfeer is top, de bediening vriendelijk en de omgeving gezellig!",SERVICE,positive
De bediening was goed en het interieur is in orde.,SERVICE,neutral
Het eten was te duur.,FOOD,negative
Weinig eten in vergelijking met wat je betaalt.,FOOD,negative
De frietjes kwamen uit de diepvries en hadden weinig smaak.,FOOD,negative
De vissaus was flets en zoutig.,FOOD,negative
"23,90 euro vind ik persoonlijk veel geld voor 4 kleine tongrolletjes, zoute saus en puree.",FOOD,negative
"22,80 euro voor een visbrochette met 2 droge brokjes kabeljauw en 2 droge brokjes zalm vind ik ook nogal duur en eenvoudig.",FOOD,negative
Het kan beter.,RESTAURANT,negative
"Bij onze aankomst werden wij door de eigenaar, tot onze verbazing, op een ongelofelijke verbale manier aangepakt.",SERVICE,negative
Dan heeft hij ons nogmaals buitensporig en onbeleefd aangesproken zodat wij zelfs het menu niet hebben doorgenomen.,SERVICE,negative
Wij hebben het restaurant onmiddellijk verlaten om er nooit meer terug te komen.,RESTAURANT,negative
Net terug van een totaal mislukt etentje in dit restaurant.,RESTAURANT,negative
"Groep van 8+4 kinderen binnen om 12u30 en hoofdgerecht, na simpele/lekkere garnaalkroket, om 14u45 ontvangen (alle kleinere tafels voor genomen incl. collega reca uitbaters uit Aalst die absolute prioriteit kregen).",FOOD,neutral
Slechte kwaliteit vlees (geprikte pseudo filetpur =>...,FOOD,negative
Hier denkt de kelner dat hij god de vader is.,SERVICE,negative
"De setting ziet er leuk uit, informeel met de houten tafels en stoelen, de (voor dit restaurant zeer uitgebreide) menukaart op een krijtbord geschreven en de vele (lege) wijnflessen die uitgestald staan.",FOOD,positive
"Waar men in de regel een ginmenu krijgt of toch op zijn minst een mondelinge opsomming van wat beschikbaar is kreeg in van de bediening de keuze tussen ""kruidig"" of ""niet kruidig"".",SERVICE,negative
"Nu goed, niet iedereen heeft de taalvaardigheid om een destillaat in uitgebreide termen te omschrijven, dus kreeg ik uiteindelijk iets wat ik ""bijna zelf"" had gekozen uit het handvol (idd, niet meer) beschikbare gins in de gekozen categorie.",SERVICE,negative
"De apero was goed bereid, ook op die van mijn echtgenote was niets aan te merken.",FOOD,positive
"Een amuse was mss niet slecht geweest (als toevoeging aan de 5 flinters rauwe ham), maar soit.",FOOD,negative
"Dus, waarschijnlijk een OK restaurant als je er niet met kinderen heengaat, en je het niet erg vindt dat de bediening zich nogal verwaand gedraagt.",SERVICE,neutral
"Wel prijzig, wat de totale waarde nog meer naar beneden haalt.",RESTAURANT,negative
"Garcon arrogant en degoutant, kan geen kritiek verdragen, en een baas (kok) die niet beweegt als er iets fout loopt.",SERVICE,negative
Gamba's waren ok maar frieten waren niet te vreten (dik slap en in ou frutuurvet gebakken!!!),FOOD,negative
"Garcon, volg een cursus elementaire beleefdheid en klantvriendelijkheid ipv arrogantie en onbeleefdheid, maar dit zal door gebrek aan opvoeding zijn!",SERVICE,negative
Voor ons nooit meer naar dit omgebouwd café tot zogezegd (veel te duur) restaurant.,RESTAURANT,negative
Ben hier al een paar keer gaan eten en telkens zelfde indruk: eten is wel goed maar zijn prijs niet waard.,FOOD,negative
Qua wijn hebben ze enkel de duurdere flessen.,DRINKS,negative
"Het eten is lekker, smaakvol en vers.",FOOD,positive
Hun brood is heerlijk en geserveerd als bij gerecht met boter.,FOOD,positive
"De dagsoep, vegetarisch, is warm, en gemaakt van seizoen groenten.",FOOD,positive
"Hun spaghetti bolo was correct, goed gekruid en met kaas geserveerd.",FOOD,positive
"Bediening is een beetje traag, maar vriendelijk.",SERVICE,neutral
Je kunt wel zeven of acht verschillende soorten taart kiezen bij je koffie.,FOOD,positive
De chocoladetaart was alvast heel lekker.,FOOD,positive
Mooie all-in-menu's met ruime keuze en bovendien: à volonté.,FOOD,positive
Verse vis en vlees.,FOOD,positive
Keurige huiswijn.,DRINKS,positive
Erg vriendelijke bediening.,SERVICE,positive
Om nog terug te keren!,RESTAURANT,positive
Veel te duur voor wat het waard is.,RESTAURANT,negative
"Per toeval daar beland, mooi interieur, geen lange wachttijd ondanks drukke bezetting, net servies en glazen, voortreffelijke schotels, betaalbaar.",SERVICE,positive
"Per toeval daar beland, mooi interieur, geen lange wachttijd ondanks drukke bezetting, net servies en glazen, voortreffelijke schotels, betaalbaar.",FOOD,positive
"Komen zeker terug, houden zo!",RESTAURANT,positive
Een meerwaarde voor Gent!,RESTAURANT,positive
"Ribbetjes excellent gekruid, hartige sausjes.",FOOD,positive
"Een suggestie: serveer ook brood aub (dus niet enkel frites of patat, wat uiteraard ook lekker is)",FOOD,neutral
"Niemand van het personeel die de moeite doet om ons naar een tafel te begeleiden, wegens te druk personeelsgesprek!",SERVICE,negative
We kiezen zelf een plaatsje en na 5 min. komt de ober ons vriendelijk vertellen dat de keuken al gesloten is.,SERVICE,neutral
We hebben echt super lekker gegeten!,FOOD,positive
Hier hebben we geen spijt van gehad.,RESTAURANT,positive
"Hierop hebben we niet te lang moeten wachten, vlotte bediening.",SERVICE,positive
"De ribbetjes à volonté waren super lekker, krokant en niet aangebrand.",FOOD,positive
Wij gaan zeker en vast terug,RESTAURANT,positive
De service is er vlot en goed en de ribbetjes zijn er heel lekker en niet zo vet als in eerder vermelde zaak.,SERVICE,positive
De service is er vlot en goed en de ribbetjes zijn er heel lekker en niet zo vet als in eerder vermelde zaak.,FOOD,positive
"M.i. een aanrader, toch voor de chateaubriand bouquetière: meestal heerlijk vlees en overdaad inzake hoeveelheid, de groenten zwemmen in de boter maar smelten in je mond.",FOOD,positive
Wij blijven er regelmatig met plezier teruggaan.,RESTAURANT,positive
We waren hier reeds verscheidene malen geweest en wisten dat de kwaliteit van de steaks top is.,FOOD,positive
"Bij de reservatie hadden we gevraagd om in de veranda te kunnen zitten, dit was echter niet genoteerd.",SERVICE,negative
"Al heel vlug kregen we een hapje (plakje ""Gentse Kop"") en werd onze bestelling opgenomen door een vriendelijke dame.",SERVICE,positive
Niet veel later werd ook ons voorgerechtje geserveerd.,SERVICE,positive
"De tafel werd afgeruimd en het wachten op ons hoofdgerecht (filet puur: de ene bleu gebakken, de andere saignant) kon beginnen.",SERVICE,negative
Ik vond dat we nog redelijk geduldig waren want pas na 1u30 wachten vroegen we of ons eten nog dezelfde avond zouden krijgen.,SERVICE,negative
"Als antwoord kregen we: ""als ik eerlijk mag zijn, ik weet het echt niet"".",SERVICE,negative
Toen we uiteindelijk om 21u45 (na 2u15 wachten) onze steak kregen was de steak (die bleu gebakken moest zijn) eigenlijk koud.,FOOD,negative
Onze vriendelijke dame heeft echter onmiddellijk ingegrepen en de steak terug meegenomen naar de keuken waarna hij perfect gebakken en warm werd geserveerd.,SERVICE,positive
Onze vriendelijke dame heeft echter onmiddellijk ingegrepen en de steak terug meegenomen naar de keuken waarna hij perfect gebakken en warm werd geserveerd.,FOOD,positive
We hadden de chef reeds de hele avond klanten zien verwelkomen en praatjes zien slaan dus wilden we eigenlijk wel eens weten wat er aan de hand was (lange wachttijden).,SERVICE,negative
Ze heeft ons gezegd dat ze het hem gevraagd had maar blijkbaar heeft hij zich niet de moeite getroost om tot bij ons te komen en enige uitleg te verschaffen.,SERVICE,negative
Blijkbaar moet je op zijn minst BV zijn om met de chef te kunnen praten.,SERVICE,negative
"Conclusie: kwaliteit was top maar zaakvoerder verlaagt zich niet om met gewone klanten te praten, hij laat liever de problemen oplossen door zijn personeel in plaats van zelf orde op zaken te stellen.",SERVICE,negative
Zeker de kreeft met de zes verschillende sausjes eens bestellen!,FOOD,positive
De meest uitgelezen zondagsbrunch die ik al heb ervaren.,FOOD,positive
"Het personeel is jong, spontaan, vriendelijk, en tegelijk voornaam.",SERVICE,positive
Absoluut een aanrader!,RESTAURANT,positive
Het minder goede hoteleten als brunch,FOOD,negative
Mijn echtgenote was er heel de namiddag slecht van en zelf ook wee gevoel in de maag,FOOD,negative
35 euro per persoon voor minderwaardig eten -beperkte keuze als brunch,FOOD,negative
Enig pluspunt: vriendelljke bediening,SERVICE,positive
"Er is een ruime keuze aan pizza's, zowel vegetarisch, vlees als vis.",FOOD,positive
"Probeer de pizza 'whisky', een aanrader!",FOOD,positive
"Gezellig restaurant, plaatsen op kleine 3 verdiepingen met voldoende plaats.",AMBIENCE,positive
"Snelle bediening, lekkere pizza's normale prijzen.",FOOD,positive
"Opmerkelijk is het aantal soorten pizza's, nooit elders gezien",FOOD,positive
"De enige zaak in Leuven met écht echt, met versgemaakte sorbets waarin ook effectief fruit inzit (en geen smaakstoffen+suiker), enorm grote bollen en supervriendelijke enthousiaste bediening!",FOOD,positive
Overheerlijk ijs in centrum Leuven.,FOOD,positive
ladeuzeplein biedt je mooie zitbanken waar je van dit heerlijk ijs kunt genieten.,FOOD,positive
de bolletjes ijs worden gul uitgedeeld!,FOOD,positive
De porties zijn voor een brasserie vrij klein.,FOOD,negative
"Het is lekker, maar er is bijvoorbeeld amper brood bij een omelet met spek.",FOOD,negative
2 Kleine afgebakken broodjes en een mini omeletje zijn eigenlijk een teleurstelling.,FOOD,negative
De gerechten waren wel lekker.,FOOD,positive
"Aangezien het een leffe cafe is verwachtte ik een uitgebreid assortiment aan bieren, maar dit was niet het geval.",DRINKS,negative
Het eten was niet lekker en de bediening was niet erg vriendelijk.,SERVICE,negative
Het eten was niet lekker en de bediening was niet erg vriendelijk.,FOOD,negative
De keuken is eerder Belgisch-Frans (allerlei steakbereidingen) maar wel met uitstekende ingrediënten (super mals vlees).,FOOD,positive
De bediening is zeer vriendelijk en snel.,SERVICE,positive
"Vooral het gegrilde vlees (cote à l'os, chateaubriand,...) draagt onze voorkeur weg.",FOOD,neutral
"De gerechten zijn ook vrij klassiek, maar lekker.",FOOD,negative
Het restaurant is klassiek ingericht en dat straalt een charme uit.,AMBIENCE,positive
"Wij hebben genoten van de maandsuggestie ""filet pure met asperges""; klassiek bereid met respect voor de groente.",FOOD,neutral
Bovendien weten wij de attente service van het zaalpersoneel bijzonder te waarderen.,SERVICE,positive
Een adresje in Leuven waar we blindelings opnieuw naar toe gaan.,RESTAURANT,positive
"Mijn favoriet is de Emanuelle met bananen, banenenlikeur en warme chocoladesaus.",FOOD,positive
"Ook de Na-aper met vanille, chocomousse, banaan en advokaat is zeer lekker.",FOOD,positive
De bediening is vlot en vriendelijk en er heerst vaak een gezellige drukte.,SERVICE,positive
Prijzen zijn goed.,RESTAURANT,positive
