text,aspects,polarities
"Sublieme, ongedwongen sfeer, weinig couverts (reserveren is noodzakelijk) en een fantastische bediening.","['RESTAURANT', 'SERVICE', 'AMBIENCE']","['positive', 'neutral', 'positive']"
Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.,"['DRINKS', 'FOOD']","['positive', 'positive']"
"Geen goedkope zaak, maar prijs/kwaliteit zeer correct.",['RESTAURANT'],['neutral']
Een absolute aanrader!,['RESTAURANT'],['positive']
De koffies en warme choco waren naar mijn mening veel te duur geprijsd en werden te koud opgediend.,"['DRINKS', 'SERVICE']","['negative', 'negative']"
Lauwe koffie is gewoon niet accepteerbaar.,['DRINKS'],['negative']
Geeft ook geen goede indruk dat je toog vol afwas staat van de afgelopen uren terwijl er ca 8 mensen in de zaak aanwezig zijn.,['SERVICE'],['negative']
Mij zien ze hier niet meer.,['RESTAURANT'],['negative']
Portie taart was voldoende groot en daar viel op zich weinig op aan te merken.,['FOOD'],['neutral']
"Enig adresje waar je lekkere pastrami kan eten, wordt geserveerd met een speciaal sausje en op dikke sneden brood.",['FOOD'],['neutral']
Ook de koffie is er lekker en er heerst een gezellige sfeer.,"['DRINKS', 'AMBIENCE']","['positive', 'positive']"
Leuk om te lunchen.,['RESTAURANT'],['positive']
Heerlijk gegeten bij caffe internazionale.,['FOOD'],['positive']
Na bij het hotel uitgecheckt te hebben zijn we naar het gezellige cafe getogen.,['AMBIENCE'],['positive']
Hier hebben we uitgebreid ontbeten en van een goede kop koffie genoten.,"['DRINKS', 'FOOD']","['positive', 'positive']"
De kwaliteit van het eten was heerlijk en net als de sfeer alsof je bij vrienden thuis o bezoek was.,"['AMBIENCE', 'FOOD']","['positive', 'positive']"
De bediening was vriendelijk en correct.,['SERVICE'],['positive']
"Een absolute aanrader voor lekker ontbijt, bruch en/of koffie!",['RESTAURANT'],['positive']
De keuken van à L'infintise is een unieke ervaring in geheel Antwerpen.,['FOOD'],['positive']
Voor een schappelijke prijs serveert de chef ons zijn culinaire creaties waar zijn persoonlijke stijl tot zijn recht komt.,['FOOD'],['positive']
Marc is een kunstenaar die weet om te gaan met de smaken en uiterlijk van lekker eten.,"['SERVICE', 'FOOD']","['positive', 'positive']"
Het concept is zeer origineel.,['RESTAURANT'],['positive']
"Het eten is fantastisch, zeer creatief, lekker, ik heb er geen woorden voor.",['FOOD'],['positive']
Vriendelijke service.,['SERVICE'],['positive']
Ik kom hier graag terug.,['RESTAURANT'],['positive']
Spijtig dat de wachttijden zo lang zijn.,['SERVICE'],['negative']
Voor mij verdient de chef 4 sterren.,['FOOD'],['positive']
"Leuk ingericht, genoeg keuze, goed prijs/kwaliteitverhouding.","['RESTAURANT', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'neutral']"
De ontvangst was zéér vriendelijk en hartelijk.,['SERVICE'],['positive']
"Het voorgerecht was héél lekker, de hoofdschotel ook.",['FOOD'],['positive']
Verschillende superlekkere gerechtjes met rijst apart.,['FOOD'],['positive']
Heel veel groenten.,['FOOD'],['positive']
Zeker voldoende voor 2 pers. enig minmuntje: wat weinig kip en scampi's.,['FOOD'],['positive']
Het nagerechtje was wat taai en geen verse chocoladesaus.,['FOOD'],['negative']
Bediening SUPER vriendelijk.,['SERVICE'],['positive']
"De kaart is zéér uitgebreid, wij komen zeker en vast terug!","['RESTAURANT', 'FOOD']","['positive', 'positive']"
"Er zou juist een nieuwe eigenaar zijn, vandaar misschien het positieve dat hij betracht.",['SERVICE'],['positive']
Het is een klein leuk restaurantje en ze serveren prima sushi maar daar is het ook mee gezegd.,"['AMBIENCE', 'FOOD']","['positive', 'positive']"
Vaak hoort er een speciaal sausje bij maar dat krijg je hier niet.,['SERVICE'],['negative']
Je krijgt 2 uur de tijd om je 5 rondes te bestellen maar binnen die 2 uur haal je maar net 3 rondes omdat het zo verschrikkelijk lang duurt.,['SERVICE'],['negative']
Circa 30 minuten vanaf bestelling.,['SERVICE'],['negative']
Daarnaast vliegen er rondom de bar allemaal vieze vliegjes dus daar zou ik niet in de buurt gaan zitten.,['AMBIENCE'],['negative']
De dame was wel vriendelijk en we mochten zelfs tijdens de drukte van tafel wisselen.,['SERVICE'],['positive']
Maar als het wat drukker wordt hebben de mensen in zowel de keuken als de bediening handen te kort.,['SERVICE'],['negative']
Wel proberen de mensen jou met de glimlach te helpen waar ze kunnen.,['SERVICE'],['positive']
"De tafels lijken niet altijd even proper, en hier en daar is er wel iets aan vervanging toe (zoals een krakende luidspreker).",['AMBIENCE'],['negative']
Het eten is echt lekker.,['FOOD'],['positive']
"Zoveel verschillende keuze, en de smaken zitten goed.",['FOOD'],['positive']
"Het concept op zich lijkt misschien eerst een beetje vreemd, en velen denken dat ze niet genoeg zullen hebben.",['RESTAURANT'],['negative']
"Eten is perfect, we zijn er dol op en hebben ervan genoten en we komen ooit nog terug zonder twijfel!","['RESTAURANT', 'FOOD']","['positive', 'positive']"
"We mochten zoooveel eten, perfect!!!!",['FOOD'],['positive']
Shusi's zijn goed al moet men zelf kunnen beslissen of er wasabi en/of peper op zit.,['FOOD'],['neutral']
Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.,['FOOD'],['negative']
Als je een frequent shusi eeter bent sla deze zaak dan over.,['RESTAURANT'],['negative']
"Aangetrokken door het leuke terras aan de straatzijde en de heerlijke kazen in de vitrine, besloten een lunch te doen in deze zaak.","['AMBIENCE', 'FOOD']","['positive', 'positive']"
"Geen menukaart, maar gewoon kiezen tussen de lekkernijen in de koeltoog, ik nam een tortellini met pancetta aangeprezen door de uitbater, superlekker!",['FOOD'],['positive']
Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.,"['DRINKS', 'AMBIENCE']","['positive', 'positive']"
Zeker te proberen!,['RESTAURANT'],['positive']
Leuk adres voor n lunch maar ook voor iets lekkers te halen om thuis te eten of n lekker glas wijn te drinken met n assortimentje kaas erbij!,"['DRINKS', 'RESTAURANT', 'FOOD']","['positive', 'positive', 'positive']"
Daarom zin de prijzen ook zeer democratisch!,['RESTAURANT'],['positive']
Alles wordt op nog artisanale wijze bereid!,['FOOD'],['positive']
"Probeer ook eens een van de zalige taarten of quiches, ze zijn om de vingers bij af te likken!",['FOOD'],['positive']
"Kortom, een absolute aanrader!",['RESTAURANT'],['positive']
De mooie locatie (Sint Jorispoort) trok ons naar het terrasje.,['LOCATION'],['positive']
Maar de bediening sloeg hier alles.,['SERVICE'],['negative']
"Het leek alsof we de kok stoorden, hoewel er naast ons niemand was.",['SERVICE'],['negative']
Hij moest ons dan ook duidelijk maken dat een bepaald gerecht niet te verkrijgen was omdat hij bezig was.,['SERVICE'],['negative']
Er werd over ons heen gekeken.,['SERVICE'],['negative']
"Een blik, een glimlach, een ""smakelijk"" of ""dankuwel"" waren ver te zoeken.",['SERVICE'],['negative']
Het enige waarvan we de prijs niet hadden gevraagd (5 euro voor een glas wijn konden we nog aanvaarden) was een stukje focaccia van 5x5 cm oftwel 3 happen.,"['DRINKS', 'FOOD']","['negative', 'neutral']"
Dit kwam per stuk neer op maar liefst 8 euro.,['FOOD'],['negative']
"Wat de smaak betreft, waarmee zo gedweept wordt, was m'n soep even flauw als in de doorsnee brasseriekeuken.",['FOOD'],['negative']
"De focaccia was lekker, maar dat mag wel voor een fortuin.",['FOOD'],['positive']
"Bon, benieuwd hoe lang deze omhooggevallen zaak stand houdt...",['RESTAURANT'],['negative']
"Als je op zoek bent naar een originelere plaats om 's middags te lunchen, ben je hier aan het juiste adres.",['AMBIENCE'],['positive']
De winkel met open keuken is mooi ingericht en de uitbater is zeer vriendelijk en behulpzaam bij het kiezen van de maaltijd.,"['SERVICE', 'AMBIENCE']","['positive', 'positive']"
"Elke dag zijn er dagvers bereide soepen, lichte maaltijd-gerechten, quiches en er is ook een ruim aanbod van kazen.",['FOOD'],['positive']
"De soep was echt super en de kazen, die de uitbater geselecteerd had, was ook zeker in orde.",['FOOD'],['positive']
"Goe gegeten, goe gedronken, goeie service, eerlijke keuken, toffen baas--->leve de Steve!!","['DRINKS', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
Leuk restaurantje.,['RESTAURANT'],['positive']
Inrichting is modern.,['AMBIENCE'],['positive']
"Het personeel casual qua stijl, en vriendelijk.",['SERVICE'],['positive']
Soms duurt het even voordat je de aandacht hebt als je iets bij wilt bestellen.,['SERVICE'],['negative']
De tafeltjes zijn als op zoveel plekken in Antwerpen erg klein.,['AMBIENCE'],['negative']
Het eten was echter prima.,['FOOD'],['positive']
Lekkere kaaskroketjes vooraf gehad.,['FOOD'],['positive']
LHoofdgerecht stoofpotje ook lekker.,['FOOD'],['positive']
Bij aankomst doet de gevel van dit mooie herenhuis in niets vermoeden dat hierachter een gezellig restaurant schuil gaat.,['AMBIENCE'],['positive']
We worden vriendelijk en met die typische Oosterse beleefdheid ontvangen door Sombat.,['SERVICE'],['positive']
"De achterliggende tuin met vijver is prachtig, jammer genoeg is het te koud buiten en nemen we het aperitief in het lederen salon.",['AMBIENCE'],['positive']
"Dit is een lekkere cava en inbegrepen in de set-menu prijs à 50,00€ per persoon.",['DRINKS'],['positive']
"Dat is mooi, rustgevend en straalt een authentieke Thaise setting uit.",['AMBIENCE'],['positive']
Het heeft meer de sfeer van een woonkamer dan van een formeel restaurant.,['AMBIENCE'],['positive']
"Het geheel biedt een hoog huiskamer gevoel, het is gezellig zitten hier.",['AMBIENCE'],['positive']
De 2 hapjes vooraf zijn fris en erg lekker van smaak.,['FOOD'],['positive']
"Dit is een vrij pittig soepje, aanvaardbaar gekruid en subtiel qua smaak.",['FOOD'],['positive']
Dit gerecht is het betere werk.,['FOOD'],['positive']
Prima bereid.,['FOOD'],['positive']
Ook hier is niets op aan te merken.,['FOOD'],['positive']
"De hoeveelheid eten is te ruim bemeten, en met verkwisting van voedsel heb ik altijd een probleem.",['FOOD'],['negative']
Ook de harmonie qua structuur en smaakexpressie tussen de (té) talrijke ingrediënten gaat volledig de mist in.,['FOOD'],['negative']
"Jammer, maar dit gerecht is niet geslaagd.",['FOOD'],['negative']
Die zijn allebei uitstekend en met mate geprijsd.,['DRINKS'],['positive']
Afsluiten doen we met een ijs compositie die erg lekker is.,['FOOD'],['positive']
"Bij de koffie wordt prompt cognac van het huis aangeboden, erg attentvol.",['SERVICE'],['positive']
"De dienstverlening is voorkomend en beleefd, zij het aan de timide kant.",['SERVICE'],['neutral']
Dit 'Home Cooking' concept is een iets anders dan een formeel restaurant.,['RESTAURANT'],['neutral']
De gebruikte ingrediënten zijn vers en op zich allemaal smaakvol bereid.,['FOOD'],['positive']
Maar de harmonie klopt niet altijd en de porties zijn te ruim bemeten.,['FOOD'],['negative']
"Al bij al de betere Thaise keuken, maar het is net geen verfijnde gastronomie.",['FOOD'],['positive']
"Gastvrijheid top, omgeving binnen en buiten om helemaal tot rust te komen en het eten om bij weg te dromen.","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
Onze ontdekking van het jaar.,['RESTAURANT'],['positive']
Voldaan in alle opzichten,['RESTAURANT'],['positive']
Bij het binnenkomen voel je je gelijk in Thailand.,['AMBIENCE'],['neutral']
"Het restaurant is stijlvol en gezellig ingericht, alsook de tuin waar we het aperitief hebben genuttigd.",['AMBIENCE'],['positive']
"Het eten (4 gangen menu voor 50€) was heel lekker en niet al te ""spicy"".",['FOOD'],['positive']
De gastheer en zijn personeel waren zeer voorkomend en vriendelijk.,['SERVICE'],['positive']
Sombat Thai cuisine is een echte aanrader en wij gaan zeker nog eens terug.,['RESTAURANT'],['positive']
We hebben genoten van een excellente lunch met een super lekker dessert.,['FOOD'],['positive']
De aangepaste wijnen waren lekker.,['DRINKS'],['positive']
De bediening was correct en zeer vriendelijk en wij hadden het geluk om in de binnentuin te kunnen lunchen.,"['SERVICE', 'AMBIENCE']","['positive', 'positive']"
Een echte aanrader.,['RESTAURANT'],['positive']
Laat de drukke omgeving je niet afschrikken.,['LOCATION'],['negative']
Daar ik geen mosselen mag eten werd dit gemakkelijk vervangen door een ander gerecht.,['SERVICE'],['positive']
Dit was wel bij de goedkoopste op de kaart.,['DRINKS'],['negative']
Waarom stond die dan niet op de kaart?,['DRINKS'],['negative']
De amuses en ook de gerechten hadden een verfijnde smaak.,['FOOD'],['positive']
De porties waren wel niet erg groot.,['FOOD'],['negative']
Maar als ik het Irish beef kreeg voorgeschoteld waren mijn 4 stukjes (7x 2 cm) vol met pezen waar men zelf met een mes niet kon doorsnijden.,['FOOD'],['negative']
En enkele minuten later kwam de chef met 4 treffelijke stukjes vlees.,"['SERVICE', 'FOOD']","['neutral', 'positive']"
Het kon niet dat hij dat niet gezien had met het dresseren op het bord.,['SERVICE'],['negative']
Ook het dessert was voortreffelijk van smaakcombinatie.,['FOOD'],['positive']
Wederom een aangename ervaring.,['RESTAURANT'],['positive']
"Meesterwerkjes van smaak, samenstelling, combinaties worden op je bord getoverd.",['FOOD'],['positive']
Fijnproevers en genieters vinden dit vast top!,['RESTAURANT'],['positive']
Wijnen van uitstekende kwaliteit maken je menu af.,['DRINKS'],['positive']
Een aanrader in een ongedwongen vlotte sfeer doch met stijl.,"['RESTAURANT', 'AMBIENCE']","['positive', 'positive']"
"Het adresje voor die ene aparte gelegenheid, samen genieten en verwend worden.",['RESTAURANT'],['positive']
"De ligging op een drukke steenweg is een afknapper, het terras ook geen aanrader.","['LOCATION', 'AMBIENCE']","['negative', 'negative']"
Maar het Indische eten is heel lekker en de bediening ongelooflijk vriendelijk.,"['SERVICE', 'FOOD']","['positive', 'positive']"
Communicatie met de klant is belangrijk en jouw tevredenheid is echt hun bezorgdheid.,['SERVICE'],['positive']
Daarom toch altijd weer graag...,['RESTAURANT'],['positive']
"Goei mosselen, goei service, da's echte Hasseltse gastvrijheid!","['SERVICE', 'FOOD']","['positive', 'positive']"
Ook een geweldige sfeer muziek!,['AMBIENCE'],['positive']
Lekkere broodjes en pasta's.,['FOOD'],['positive']
Prijs kwaliteit heel goed!,['RESTAURANT'],['positive']
Ook de menu is goed en goedkoop.,['FOOD'],['positive']
Het ligt op de winkelstraat dus ook heel handig tijdens het shoppen.,['LOCATION'],['positive']
Hou er wel rekening mee dat het er rond middaguur heel druk is.,['RESTAURANT'],['neutral']
Hier heb je een ruime kuize aan gebak voor een eerlijke prijs.,['FOOD'],['positive']
De pannenkoeken zijn zeker aan te raden!,['FOOD'],['positive']
Het is hier wel vaak erg druk.,['RESTAURANT'],['neutral']
Dits is echt een toffe zaak.,['RESTAURANT'],['positive']
"Supervriendelijke bediening de lekkere pannenkoeken en gerechten zijn echt goed, en zeker niet duur.","['SERVICE', 'FOOD']","['positive', 'positive']"
Telkens als we in hasselt zijn komen we zeker terug!!,['RESTAURANT'],['positive']
Nergens in Hasselt zijn de pannekoeken zo lekker als hier!!!!,['FOOD'],['positive']
Snelle bediening en vriendelijke personeel moet ook gemeld worden!!,['SERVICE'],['positive']
Alleen blije gezichten bij 6 zinnen: -alles uitermate lekker -geen moeite te veel - n op het einde nog een redelijke rekening toe,"['RESTAURANT', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
"Zeer goed alles te in puntjes zeer lekker het is een aanrader, alles met verse ingrediënten",['RESTAURANT'],['positive']
Het nagerecht was dame blanche zeer goed mmm,['FOOD'],['positive']
Super goed restaurant.,['RESTAURANT'],['positive']
"Heerlijke gerechten, zeer goede wijnen.","['DRINKS', 'FOOD']","['positive', 'positive']"
Zeer gezellig.,['AMBIENCE'],['positive']
Zeer goede ligging vlak bij het centrum van de stad.,['LOCATION'],['positive']
Super goede ontvangst en bediening.,['SERVICE'],['positive']
Beste restaurant in de stad en ver daarbuiten,['RESTAURANT'],['positive']
Op een zondagavond met vrienden lekker gefondued!,['FOOD'],['positive']
"Originele zwitserse inkleding, met grappige koetjes en veel hout.",['AMBIENCE'],['positive']
"Vlotte bediening, lekkere fondue (kaasfondue is lekker licht!) en zeker a volonté.","['SERVICE', 'FOOD']","['positive', 'positive']"
Aanrader voor een gezellig en lekker avondje.,['RESTAURANT'],['positive']
"Zwitsers eethuisje waar je lekkere fondue, kaasfondue of raclette kan eten!","['RESTAURANT', 'FOOD']","['positive', 'positive']"
"De sfeer is top, de bediening vriendelijk en de omgeving gezellig!","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
De bediening was goed en het interieur is in orde.,"['SERVICE', 'AMBIENCE']","['neutral', 'positive']"
Het eten was te duur.,['FOOD'],['negative']
Weinig eten in vergelijking met wat je betaalt.,['FOOD'],['negative']
De frietjes kwamen uit de diepvries en hadden weinig smaak.,['FOOD'],['negative']
De vissaus was flets en zoutig.,['FOOD'],['negative']
"23,90 euro vind ik persoonlijk veel geld voor 4 kleine tongrolletjes, zoute saus en puree.",['FOOD'],['negative']
